Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Miss Charities Diner,Core,Network,Saturdays/9:30am,11,2,30 minutes,3 years,10 years,Miss Charities Diner educates kids ages three to ten basic biblical principles about everyday life.,0,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,The Reppies,Core,Network,Saturdays/10:00am,11,2,30 minutes,6 years,12 years,The Reppies educates children between the ages of six and twelve on valuable life lessons as it explores the decision making process of the important and sometimes difficult choices that children encounter.,0,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Davey and Goliath,Core,Network,Saturdays/10:30am,11,2,30 minutes,3 years,9 years,Davey and Goliath educates and informs children between the ages of three and nine by teaching important life skills based on positive and practical Bible principles.,0,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Greatest Stories of the Bible,Core,Network,Saturdays/11:00am  ,11,2,60 minutes,10 years,16 years,Greatest Stories of the Bible educates and informs youth ages ten to sixteen through animated Bible stories that promote important character building values.,0,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Kids Like You,Non-Core,Network,Saturdays/3:00am,11,2,30 minutes,6 years,12 years,Kids Like You educates and informs children between the ages of six and twelve by presenting challenging situations with solutions that develop character.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Circle Square,Non-Core,Network,Saturdays/3:30am,11,2,30 minutes,4 years,12 years,Circle Square educates and informs children between the ages of four and twelve by presenting Biblically based values and morals used for problem solving in every day situations.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Flying House,Non-Core,Network,Saturdays/4:00am,11,2,30 minutes,5 years,10 years,"Flying House educates and informs children between the ages of five and ten by teaching Bible Stories that highlight the important character traits children will need in life such as courage, loyalty and responsibility",N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Cherub's Wings,Non-Core,Network,Saturdays/4:30am,12,1,30 minutes,3 years,7 years,Cherub's Wings informs and educates children ages three to seven by teaching practical living skills with important values through Bible stories and songs that children love.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Joy Junction,Non-Core,Network,Saturdays/5:00am,11,2,30 minutes,8 years,12 years,Joy Junction educates and informs children between the ages of eight and twelve by teaching Bible history and the development of social and moral values.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Gospel Bill,Non-Core,Network,Saturdays/5:30am,11,2,30 minutes,5 years,12 years,Gospel Bill educates and informs children between the ages of five and twelve by teaching positive social skills and self awareness based on Biblical principles.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Faithville,Non-Core,Network,Saturdays/6:00am,11,2,30 minutes,4 years,9 years,Faithville educates and informs children between the ages of four and nine about the value of team work and the importance of the individual within the community.,N/A,N/A,N/A,N/A
2004,KNMT,Trinity Broadcasting Network,"Portland, OR",4.11,Analog,Janice's Attic,Non-Core,Network,Saturdays/6:30am,11,2,30 minutes,4 years,8 years,"Janice's Attic educates and informs children between the ages of four and eight about nature, personal health and the value of positive character qualities.",N/A,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Lazytown,Core,Network,"10/1/04-12/31/04, Saturdays/7:00am",13,0,30 minutes,2 years,11 years,"This program is anchored by Sportacus, a fit and agile hero, whose ""krytonite"" is sugar, which makes him instantly lethargic. Sportacus and the program's cast of child characters are challenged in each episode with an issue or dilemma, and are opposed in ",99,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Miss Spider's Sunny Patch Friends,Core,Network,"10/1/04-12/31/04, Saturdays/7:30am",13,0,30 minutes,2 years,5 years,"This program, based on the series by David Kirk, follows the adventures of Miss Spider's children and their friends, a hodge-podge of bug creatures of all types. Under the warm and attentive guidance of their parents, the spider children learn that showin",99,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Dora the Explorer,Core,Network,"10/1/04-10/9/04, Saturdays/8:00am",2,0,30 minutes,2 years,5 years,In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game fo,99,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Dora the Explorer,Core,Network,"10/16/04-12/31/04, Saturdays/8:30am",11,0,30 minutes,2 years,5 years,In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game fo,99,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Little Bill,Core,Network,"10/1/04-12/31/04, Saturdays/9:00am",13,2,30 minutes,2 years,11 years,This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or proble,2,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,Blue's Clues,Core,Network,"10/1/04-12/31/04,Saturdays/9:30am",13,3,30 minutes,2 years,5 years,"In this series, a young adult host - togeher with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program f",3,N/A,N/A,N/A
2004,KOIN TV,CBS,"Portland, OR",3,Analog,The Backyardigans,Core,Network,"10/16/04-12/31/04, Saturdays/8:00am",11,0,30 minutes,2 years,5 years,"This program centers on three friends preschool friends, who play together after school in a barrier-less backyard behind their adjacent homes. In each episode, the children imagine an adventure, and their yard is transformed into the setting for the acti",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,JR. Motorsports,Core,Network,"Sundays in Oct @ 7:00am, Sundays in Nov&Dec @ 7:30am",13,0,30 minutes,6 years,60 years,"Jr. Motorsports is designed to bring kids and parents together for a little motorsports action. The program is filed with action, interviews, insights, and some of the hottest racing you will ever see. The real talent of the show is the young emcees that ",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Jack Hanna's Animal Adventures,Core,Network,"Sundays (Oct/7:30am, Nov & Dec/8:30am)",13,0,30 minutes,13 years,16 years,"Jack Hanna's Animal Adventures is a half-hour live action program hosted by one of America's most beloved naturalists and adventurers. In each episode, Hanna takes millions of family viewers on exciting journeys to learn about animals and the places they ",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Real Life 101,Core,Network,"Sundays (Oct/8:00am, Nov & Dec/9:30am)",13,0,30 minutes,12 years,18 years,"Directed at teens, Real Life 101 provides career guidance by exploring various professions in a fun and entertaining manner. Real life success stories are told in a way to motivate and inspire teens to follow their dreams.",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Ultimate Choice,Core,Network,Sundays/8:30am,5,0,30 minutes,12 years,18 years,"In this reality style show, teenagers experience the extreme adventure of their lives, getting thrust face to face with challenges that have lifelong implications. Ultimate Choice follows eight teenagers through a carefully orchestrated extreme adventure ",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Zebby's Zoo,Core,Network,Sundays in Oct/9:00am,5,0,30 minutes,2 years,7 years,"Zebby’s Zoo is a popular children’s program that uses live action, animation, puppets, and song and dance routines to introduce young children to spelling, math, fitness, health, good values, and safety in the home and in the neighborhood.",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,The Dooley & Pals Show,Core,Network,"Sundays (Oct/9:30am, Nov & Dec/9:00am)",13,0,30 minutes,2 years,5 years,"The Dooley and Pals Show is a unique children's show built on the concept of education through entertainment and discovery. Dooley and Pals combines live action with 3_D animation, talented children and dozens of original songs. This FCC friendly entertai",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Cookin' with Cutty,Core,Network,Sundays in Nov & Dec/7:00am,8,0,30 minutes,6 years,12 years,"Healthy-Living Television has never been so entertaining! Cookin' With Cutty is a half-hour family television show, which promotes positive health and nutrition lifestyle choices for children and their parents. Fast-paced, high-energy segments featuring C",99,N/A,N/A,N/A
2004,KORK-CA,Home Shopping Network,"Portland, OR",3,Analog,Gina D's Kids Club,Core,Network,Sundays in Nov & Dec/8:00am,8,0,30 minutes,3 years,6 years,"Gina D's Kids Club is an FCC friendly entertaining and educational series targeting pre-school children ages 3 through 6 years old. The main character, Gina D, is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience wit",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,JR. Motorsports,Core,Network,"Sundays (Oct/7:00am, Nov & Dec/7:30am)",13,0,30 minutes,6 years,60 years,"Jr. Motorsports is designed to bring kids and parents together for a little motorsports action. The program is filed with action, interviews, insights, and some of the hottest racing you will ever see. The real talent of the show is the young emcees that ",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Jack Hanna's Animal Adventures,Core,Network,"Sundays (Oct/7:30am, Nov & Dec/8:30am)",13,0,30 minutes,13 years,16 years,"Jack Hanna's Animal Adventures is a half-hour live action program hosted by one of America's most beloved naturalists and adventurers. In each episode, Hanna takes millions of family viewers on exciting journeys to learn about animals and the places they ",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Real Life 101,Core,Network,"Sundays (Oct/8:00am, Nov & Dec/9:30am)",13,0,30 minutes,12 years,18 years,"Directed at teens, Real Life 101 provides career guidance by exploring various professions in a fun and entertaining manner. Real life success stories are told in a way to motivate and inspire teens to follow their dreams.",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Ultimate Choice,Core,Network,Sundays in Oct/8:30am,5,0,30 minutes,12 years,18 years,"In this reality style show, teenagers experience the extreme adventure of their lives, getting thrust face to face with challenges that have lifelong implications. Ultimate Choice follows eight teenagers through a carefully orchestrated extreme adventure ",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Zebby's Zoo,Core,Network,Sundays in Oct/9:00am,5,0,30 minutes,2 years,7 years,"Zebby’s Zoo is a popular children’s program that uses live action, animation, puppets, and song and dance routines to introduce young children to spelling, math, fitness, health, good values, and safety in the home and in the neighborhood.",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,The Dooley & Pals Show,Core,Network,"Sundays (Oct/9:30am, Nov & Dec/9:00am)",13,0,30 minutes,2 years,5 years,"The Dooley and Pals Show is a unique children's show built on the concept of education through entertainment and discovery. Dooley and Pals combines live action with 3_D animation, talented children and dozens of original songs. This FCC friendly entertai",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Cookin' with Cutty,Core,Network,Sundays (Nov & Dec/7:00am),8,0,30 minutes,6 years,12 years,"Healthy-Living Television has never been so entertaining! Cookin' With Cutty is a half-hour family television show, which promotes positive health and nutrition lifestyle choices for children and their parents. Fast-paced, high-energy segments featuring C",99,N/A,N/A,N/A
2004,KORS-CA,America's Store,"Portland, OR",3,Analog,Gina D's Kids Club,Core,Network,Sundays (Nov & Dec/8:00am),8,0,30 minutes,3 years,6 years,"Gina D's Kids Club is an FCC friendly entertaining and educational series targeting pre-school children ages 3 through 6 years old. The main character, Gina D, is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience wit",99,N/A,N/A,N/A
2004,KORX-CA,Univision Programming Service,"Portland, OR",3,Analog,Complices Al Rescate,Core,Network,Saturdays & Sundays/8:30am,26,0,90 minutes,7 years,12 years,"A significant purpose and key educational objective of this program is to illustrate how friendship, love and kindness can help overcome life’s adversities. Complices al Rescate (“Friends to the Rescue”) follows the lives of two eleven-year-old girls, Sil",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,JR. Motorsports,Core,Network,"Sundays (Oct/7:00am, Nov & Dec/7:30am)",13,0,30 minutes,6 years,60 years,"Jr. Motorsports is designed to bring kids and parents together for a little motorsports action. The program is filed with action, interviews, insights, and some of the hottest racing you will ever see. The real talent of the show is the young emcees that ",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Jack Hanna's Animal Adventures,Core,Network,"Sundays (Oct/7:30am, Nov & Dec/8:30am)",13,0,30 minutes,13 years,16 years,"Jack Hanna's Animal Adventures is a half-hour live action program hosted by one of America's most beloved naturalists and adventurers. In each episode, Hanna takes millions of family viewers on exciting journeys to learn about animals and the places they ",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Real Life 101,Core,Network,"Sundays (Oct/8:00am, Nov & Dec/9:30am)",13,0,30 minutes,12 years,18 years,"Directed at teens, Real Life 101 provides career guidance by exploring various professions in a fun and entertaining manner. Real life success stories are told in a way to motivate and inspire teens to follow their dreams.",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Ultimate Choice,Core,Network,Sundays in Oct/8:30am,5,0,30 minutes,12 years,18 years,"In this reality style show, teenagers experience the extreme adventure of their lives, getting thrust face to face with challenges that have lifelong implications. Ultimate Choice follows eight teenagers through a carefully orchestrated extreme adventure ",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Zebby's Zoo,Core,Network,Sundays in Oct/9:00am,5,0,30 minutes,2 years,7 years,"Zebby’s Zoo is a popular children’s program that uses live action, animation, puppets, and song and dance routines to introduce young children to spelling, math, fitness, health, good values, and safety in the home and in the neighborhood.",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,The Dooley & Pals Show,Core,Network,"Sundays (Oct/9:30am, Nov & Dec/9:00am)",13,0,30 minutes,2 years,5 years,"The Dooley and Pals Show is a unique children's show built on the concept of education through entertainment and discovery. Dooley and Pals combines live action with 3_D animation, talented children and dozens of original songs. This FCC friendly entertai",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Cookin' with Cutty,Core,Network,Sundays in Nov & Dec/7:00am,8,0,30 minutes,6 years,12 years,"Healthy-Living Television has never been so entertaining! Cookin' With Cutty is a half-hour family television show, which promotes positive health and nutrition lifestyle choices for children and their parents. Fast-paced, high-energy segments featuring C",99,N/A,N/A,N/A
2004,KORY-CA,America's Store,"Portland, OR",3,Analog,Gina D's Kids Club,Core,Network,Sundays in Nov & Dec/8:00am,8,0,30 minutes,3 years,6 years,"Gina D's Kids Club is an FCC friendly entertaining and educational series targeting pre-school children ages 3 through 6 years old. The main character, Gina D, is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience wit",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,JR. Motorsports,Core,Network,"Sundays (Oct/7:00am, Nov & Dec/7:30am)",13,0,30 minutes,6 years,60 years,"Jr. Motorsports is designed to bring kids and parents together for a little motorsports action. The program is filed with action, interviews, insights, and some of the hottest racing you will ever see. The real talent of the show is the young emcees that ",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Jack Hanna's Animal Adventures,Core,Network,"Sundays (Oct/7:30am, Nov & Dec/8:30am)",13,0,30 minutes,13 years,16 years,"Jack Hanna's Animal Adventures is a half-hour live action program hosted by one of America's most beloved naturalists and adventurers. In each episode, Hanna takes millions of family viewers on exciting journeys to learn about animals and the places they ",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Real Life 101,Core,Network,"Sundays (Oct/8:00am, Nov & Dec/9:30am)",13,0,30 minutes,12 years,18 years,"Directed at teens, Real Life 101 provides career guidance by exploring various professions in a fun and entertaining manner. Real life success stories are told in a way to motivate and inspire teens to follow their dreams.",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Ultimate Choice,Core,Network,Sundays in Oct/8:30am,5,0,30 minutes,12 years,18 years,"In this reality style show, teenagers experience the extreme adventure of their lives, getting thrust face to face with challenges that have lifelong implications. Ultimate Choice follows eight teenagers through a carefully orchestrated extreme adventure ",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Zebby's Zoo,Core,Network,Sundays in Oct/9:00am,5,0,30 minutes,2 years,7 years,"Zebby’s Zoo is a popular children’s program that uses live action, animation, puppets, and song and dance routines to introduce young children to spelling, math, fitness, health, good values, and safety in the home and in the neighborhood.",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,The Dooley & Pals Show,Core,Network,"Sundays (Oct/9:30am, Nov & Dec/9:00am)",13,0,30 minutes,2 years,5 years,"The Dooley and Pals Show is a unique children's show built on the concept of education through entertainment and discovery. Dooley and Pals combines live action with 3_D animation, talented children and dozens of original songs. This FCC friendly entertai",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Cookin' with Cutty,Core,Network,Sundays in Nov & Dec/7:00am,8,0,30 minutes,6 years,12 years,"Healthy-Living Television has never been so entertaining! Cookin' With Cutty is a half-hour family television show, which promotes positive health and nutrition lifestyle choices for children and their parents. Fast-paced, high-energy segments featuring C",99,N/A,N/A,N/A
2004,KOXI-CA,America's Store,"Portland, OR",3,Analog,Gina D's Kids Club,Core,Network,Sundays in Nov & Dec/8:00am,8,0,30 minutes,3 years,6 years,"Gina D's Kids Club is an FCC friendly entertaining and educational series targeting pre-school children ages 3 through 6 years old. The main character, Gina D, is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience wit",99,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,El Nino Que Vino Del Mar,Core,Network,Sundays/7:00am,13,0,60 minutes,8 years,14 years,"A significant purpose and key educational objective of this program is to show how love can overcome life's obstacles. Felipin is a happy little boy who is on his way with his mother to meet his estranged father, when they are shipwrecked at sea. Felipin ",99,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,El Lagartijo de Ned,Core,Network,Saturdays/8:00am,12,1,30 minutes,7 years,12 years,"A significant purpose and key educational objective of this half-hour program is to illustrate problem solving and sharing. Ned feeds his pet newt ""Zippo Newt Food"" and turns it into a five hundred-pound monster called Newton, the most mischievous, glutto",0,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,Marcelino Pan y Vino,Core,Network,Sundays/8:00am,13,0,30 minutes,2 years,7 years,"This half-hour program about a little boy who is abandoned one night at the door of a Franciscan monastery shows how love and friendship can overcome life’s obstacles. Marcelino Pan y Vino lives a happy fulfilling life with twelve monks, his gypsy friends",99,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,Plaza Sesamo,Core,Network,Saturdays/Sundays @ 8:30am,25,1,30 minutes,2 years,5 years,"A significant purpose and key educational objective of this hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated ",0,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,Bob el Constructor,Core,Network,Saturdays/Sundays @ 9:00am,25,1,30 minutes,2 years,7 years,"A significant purpose and key educational objective of this half-hour program is to illustrate friendship and problem solving. Bob and his gang of building machines, Scoop the digger, Muck the bulldozer, Dizzy the cement mixer, Lofty the Crane and Roley t",0,N/A,N/A,N/A
2004,KOXO-CA,Telefutura Programming Service,"Portland, OR",9.96,Analog,Los Conejitos,Core,Network,Saturdays/9:30am,12,1,30 minutes,5 years,10 years,"A significant purpose and key educational objective of this program is to illustrate the importance of family and working together to overcome mistakes. Throughout the shows, the Dumb Bunny family gets into various problems and adventures, but always mana",0,N/A,N/A,N/A
