Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2005,KABC-TV,ABC-TV,Los Angeles,3,Analog,AMERICAN ATHLETE,Non-Core,Syndicated,"11/26 @ 4:00-4:30 PST , 12/31 @ 3:00-3:30 PST",2,0,30,12,16,"Interviews with major influential sports figures. Successful athletes features furing this program describe what it takes in life to grow up successful, how to define and reach your goals, plus how to be prepared for everything that life throws your way.",99,N/A,N/A,N/A
2005,KABC-TV,ABC-TV,Los Angeles,3,Analog,EXPLORATION WITH RICHARD WIESE,Non-Core,Syndicated,10/3 -2:14am 10/24-1:43am 10/31-1:43am 11/19-12:30p 11/27-12n 12/26-1:43am 12/31-12:30p,7,0,30,13,16,"In each episode, cameras follow the host Richard Wiese, to the nearest and farthest corners of the world as he explores the land, the air, and the sea with intrepid curiosity. As an experienced science journalist, and current president of the world renowned Explorer's Club, Richard Wiese has the experience and credentials to introduce children to places and people and things they may have never seen before.",99,N/A,N/A,N/A
2005,KAZA,Azteca America,Los Angeles,3,Analog,EL SUPER LIBRO,Core,Network,Sat/Sun 7AM-7:30AM 10/01/05-12/31/05,27,0,30,2,7,"The educational value of ""El Super Libro"" is to teach children historical lessons from the Bible, and to instill morals and respect for adults and peers. It also portrays the achievements of biblical characters as desirable goals for young viewers to embrace for their own lives. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 90 minutes in length and is educational and informational, targeted to young children 2-7 years old.",99,N/A,N/A,N/A
2005,KAZA,Azteca America,Los Angeles,3,Analog,PEQUEÑOS EN ACCION,Core,Network,Sat/Sun 10/01/05-12/31/05,27,0,30,2,7,"The educational value of ""pequenos en accion"" is to teach children about life and all about school. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 30 minutes in length and is educational and informational, targeted to young children 2-7 years old.",99,N/A,N/A,N/A
2005,KAZA,Azteca America,Los Angeles,3,Analog,A TODA MAQUINA,Core,Network,Sat/Sun 8;00AM-8:30AM 10/01/05-11/06/05,12,0,30,5,12,"The educational value of ""A Toda Maquina"" is in the games children play while proving their skills at various topics including math, science, history and literature. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 30 minutes in length and is educational and informational, targeted to children 5 to 12 years old.",99,N/A,N/A,N/A
2005,KAZA,Azteca America,Los Angeles,3,Analog,A TODA MAQUINA,Core,Network,Thu/Fri 7:30AM-8:00AM 11/10/05-12/30/05,16,0,30,5,12,"The educational value of ""A Toda Maquina"" is in the games children play while proving their skills at various topics including math, science, history and literature. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 30 minutes in length and is educational and informational, targeted to children 5 to 12 years old.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,EL MUNDO FANTASTICO DE RICHARD SCARRY,Core,Syndicated,Mon-Fri / 7:00 AM,65,0,30,2,5,"Residents of Busytown, focusing on the Cat family, Mother, Father, Huckle and Sally and a few other characters, all keep the city humming with activity teaching comraderie.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,LA CASA DE WIMZIE,Core,Syndicated,Mon-Fri / 7:30 AM,65,0,30,2,6,"Whimzie, the feisty, fuchsia-haired, five year-old star of the series lives here with her baby brother, Bo, her parents and 150 year-old grandma, YaYa who runs a daycare for the neighborhood kids. Every day, Horace, Jonas and Loulou visit. Together, they learn about life in a confident and creative way, one day at a time.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,LUCKY,Core,Syndicated,Mon-Fri / 8:00 AM,65,0,30,3,8,"Lucky and his ""Lucky Stars"" offer children safe amusement while learning about different topics that include history, cooking, songs, dance, self defense and many more by participating in Lucky's show.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,LAS AVENTURAS DE EMILY Y ALEXANDER,Core,Syndicated,Mon-Fri / 8:30 AM,65,0,30,4,8,"The cousins travel the world visiting wondrous new lands, making new friends and learning about art and cultures between the years 1899 to 1910 on their mouse-sized tour.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,AUNQUE UD. NO LO CREA DE RIPLEY,Core,Syndicated,Mon-Fri / 9:00 AM,65,0,30,6,11,"Years ago, famed adventurer, Robert Ripley spanned the globe in his unending search for the strange, the bizarre and the unexplained. Today, the adventure continues in an all new Canadian action-adventure animated series from Cinar. Michael Rip Ripley, nephew of Robert Ripley scours the world to uncover strange stories and odd artifacts. Children learn all about many amazing facts around the world.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,LUCKY,Core,Syndicated,Mon-Fri / 9:30 AM,65,0,30,3,8,"Lucky and his ""Lucky Stars"" offer children safe amusement while learning about different topics that include history, cooking, songs, dance, self defense and many more by participating in Lucky's show.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,EL MARAVILLOSO MAGO DE OZ,Non-Core,Syndicated,Mon-Fri / 6:00 AM,65,0,30,4,8,"Based on the classic movie, Wizard of Oz, Dorothy, Toto and their traveling companions are confronted with dangers. Children learn comraderie while the group meets new friends who need their help along the way through Oz.",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,ANIMALITOS LOCOS,Non-Core,Syndicated,Mon-Fri / 6:30 AM,65,0,30,6,9,"A gang of wacky wild animals deep in the heart of Africa at a wildlife preserve go about their unconventional lives. Based on the Roger Bollen comic strip, Animal Crackers",99,N/A,N/A,N/A
2005,KBEH,N/A,Los Angeles,15,Analog,LOS MISTERIOS DE LA SENORITA MALLARD,Non-Core,Syndicated,Sat-Sun / 6:30 AM,14,0,30,4,8,"Miss Mallard, a lady duck, solves mysteries using clues. Children learn to use their immagination and common sense by Miss Mallard's resourceful and creative crime fighting.",99,N/A,N/A,N/A
2005,KCAL,N/A,Los Angeles,3,Analog,CRITTER GITTERS,Core,Syndicated,"Saturdays, 7:00am",14,0,30,9,14,"In this series, a group of neighborhood kids join forces with two veterinarians and an inventive professor to become a search and rescue unit, a detective agency and a police force for animals. The ""Critter Gitters"" solve moral and ethical dilemmas that face children in every day life.",99,N/A,N/A,N/A
2005,KCAL,N/A,Los Angeles,3,Analog,JACK HANNA'S ANIMAL ADVENTURES,Core,Syndicated,"Monday thru Friday, 7:30a",65,0,30,13,16,JACK HANNA'S ANIMAL ADVENTURES is a live action program. In each episode the camera follows Jack as he spends time with nature's creatures across the continents.,99,N/A,N/A,N/A
2005,KCAL,N/A,Los Angeles,3,Analog,SAFARI TRACKS,Non-Core,Syndicated,Saturdays 7:30a,14,0,30,9,14,SAFARI TRACKS will educate young viewers about wildlife conservation and show them how to better support efforts to protect endangered species of Africa.,99,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,LAZYTOWN,Core,Network,Saturdays @ 7:00am,14,0,30,2,11,"This program is anchored by Sportacus, a fit and agile hero, whose ""kryptonite"" is sugar, which makes him instantly lethargic. Sportacus and the program's cast of child characters are challenged in each episode with an issue or dilemma, and are opposed in their attempts to complete their mission by Robbie Rotten, who seeks to return Lazytown to its former lazy ways. The program seeks to impart to preschool and early school-aged children the importance of healthy living, and to help them understand the value of developing sound eating and physical exercise habits, while also providing them positive messages about friendship, empathy, self-respect, truthfulness and other age-appropriate life lessons. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,"GO, DIEGO, GO",Core,Network,Saturdays @ 7:30am,14,0,30,2,5,"Go, Diego, Go is an interactive, informational series designed for preschool and early school-age children, in which Diego, a Latino eight year old who loves nature and animals, teams up with viewers to learn scientific facts and develop strategies in order to rescue animals in each episode. In addition to imparting knowledge about animals, their characteristics and habitats, the program also introduces children to Spanish words, which the viewer is asked to then use strategically, and to Latin American music, folktales and traditions. The educational objectives of the program are to provide children imaginative stories, through which they can develop knowledge of and concern for animals, their habitats, our environment, and to introduce them to another language and culture. By actively involving children in the resolution of each challenge, the program also seeks to impart to them the importance of strategic thinking, cooperation and teamwork in problem-solving. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,THE BACKYARDIGANS,Core,Network,12/25/05 @ 8:00am,13,1,30,2,5,"This program centers on three preschool friends, who play together after school in a barrier-less backyard behind their adjacent homes. In each episode, the children imagine an adventure, and their yard is transformed into the setting for the action. The program uses both original and well-known songs to reveal emotion, explicate character and advance the stories. The educational objectives of the program are to nuture children's interest in music, dance and imaginative storytelling, and to use these creative arts to foster children's cognitive and emotional development. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules",1,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,DORA THE EXPLORER,Core,Network,Saturdays @ 8:30am,13,1,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",1,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,LITTLE BILL,Core,Network,Saturdays @ 9:00am,11,3,30,2,11,"This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or problem, whether emotional, social or physical, he must solve. The objectives of this series are to encourage children to value themselves and the love and support of their family, friends and community, and to help them develop their social skills and ethical values by dealing with the conflicts in their lives with fairness and creativity. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",3,N/A,N/A,N/A
2005,KCBS,CBS,Los Angeles,3,Analog,BLUE'S CLUES,Core,Network,Saturdays @ 9:30am,11,3,30,2,5,"In this series, a young adult host - together with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",3,N/A,N/A,N/A
2005,KCOP,UPN,Los Angeles,5,Analog,TROLLZ,Core,Syndicated,M-F at 7am (10/1/05-12/31/05),65,0,30,8,12,"Mission: To engage and entertain 8 – 12-year-olds while portraying and promoting positive character development and interpersonal skills relevant to issues that confront today’s children. Need: Surveys consistently find that parents of grade school children want their children to acquire a range of positive attributes and abilities, including such personal characteristics as honesty, responsibility, independence, self-confidence, perseverance, etc., and such social attitudes and skills as respect for diversity, cooperation, friendliness, choosing friends wisely, getting along with others, cooperation, and more. Parents are also consistent in their belief that it is difficult to locate television programs that model such attributes for young viewers. Between the ages of eight and twelve, children’s lives change dramatically. These years mark a transition from relative dependence to relative independence – from a world in which most activities revolve around the immediate family to one marked by growing mobility and contact with new people, new situations, new ideas. Perhaps most important, it is a new world requiring children to make myriad independent, individual decisions. They must figure out how to maintain family connections and meet family expectations at the same time that they begin to establish independence, explore new information, join a variety of different social groups, and respond to new demands “outside” the family. As children’s personal and social worlds expand, they confront a good deal of uncertainty. They are faced with figuring out how to function as independent beings at the same time their concern with “fitting in” begins to grow. Their need to belong – to a family, to a peer group, to a variety of institutions – sometimes seems to run counter to their need to be self-reliant and independent – their own individual. Small wonder that the world can seem a confusing and scary place to today’s kids. Small wonder, too, that parents indicate they would appreciate some help from more television programming promoting the kinds of positive values and behaviors that can help children navigate these critical years. Concept and approach: Imagine five troll girlz on the cusp of adolescence…their “gems” (gemstones that reside in the navel of every Troll female) have begun to glow! In the Troll world a glowing gem is a sign of an emerging ability to work magic. It is also a sign change. Each of our five Trollz are about to discover that their glowing gem is the harbinger not only of new powers, but also of new expectations, new challenges, new responsibilities. Their power is not just a toy! Indeed, this particular group of five girlz is about to discover that their new-found magic may bring with it the power to restore the land of Trollz to its former glory. If only they can learn to use their new abilities in the right way – if only they can develop the strength of character to recognize and do the right thing…and the social skills to do it effectively. As our five young heroines struggle to master their new-found powers, they also struggle to figure out what it means to be a good citizen, a good friend, a good person. They face the kinds of issues that every child faces – how to accept responsibility even at personal cost, how to deal with jealousy, what being a good friend really means, respect for differences and recognition of the power of diversity, when to ask for help and when to be self-reliant, the value of cooperation, the dangers of procrastination, the importance of being oneself…. Most young viewers will recognize some part of our Trollz either in themselves or in their friends. Each of the five exemplifies typical personality characteristics of today’s kids: Ruby, spoiled, materialistic, self-assured to the point of arrogance; Amethyst, sweet, trusting, honest, and almost too good to be true; Onyx, cynical, sardonic, with a devastatingly perceptive wit; Topaz, ditzy, sweet, never gets the joke, but the best friend one could have; Sapphire, smart, organized, extremely competent, and proud of her brains. Each brings something to the table – each has a great deal to learn from the others…and from their Ancients. Ancients are Trollz “elders” who serve as the girlz’ teachers and counselors. And they need counseling, not only because they aren’t really sure about how to handle their new-found magical powers, but also because their combined magic seems to have awakened Simon, an evil gremlin who has been imprisoned in the shadow world for 3000 years, and who now plans to conquer Trollzopolis! As the Trollz struggle to master and control their developing magic powers, their developing friendship, their developing personalities, their developing responsibilities, and the evil schemes of Simon (and his monster dog Snarf!), they confront many of the same issues, crises, and dilemmas faced by kids around the world. As they struggle to work out these issues, the five young Trollz function as models of both positive individual characteristics and positive social behavior. They make many mistakes, but they correct them and learn from them. They help each other; they teach each other; they take care of each other. They display and they talk about the kinds of values, behaviors, and traits that most parents say they want in their children. And the girlz do all this in the context of the funny, mysterious, and magical world of Trollz (plus an occasional gremlin, ogre, and monster or two). Trollz presents attractive, engaging characters and entertaining story lines that examine the kinds of issues and situations today’s children confront. It examines those issues in explicit, concrete terms that children can understand. In short, Trollz is a prime example of the power of combining good story telling and prosocial messages.",99,N/A,N/A,N/A
2005,KCOP,UPN,Los Angeles,5,Analog,ARCHIE'S WEIRD MYSTERIES,Core,Syndicated,MF at 7:30am (10/1/05-12/31/05),65,0,30,8,11,"Each week Archie and the gang negotiate their way through yet another “weird mystery.” They encounter many of the same problems and issues confronting today’s pre-teens: how to get along with others; how to build and maintain self-confidence; what kinds of values and behaviors lead to both self-respect and respect from others. Because Archie, Jughead, Betty, Veronica, and their classmates are engaging characters with whom young viewers easily identify, they serve as excellent role models. As they deal with such pro-social issues as honesty, perseverance, dependability diversity, self-reliance, and self-respect, their struggles and what they finally learn provide young viewers with the kinds of “life lessons” that study after study indicates parents and teachers value.",99,N/A,N/A,N/A
2005,KDOC,N/A,Los Angeles,3.75,Analog,SAVED BY THE BELL,Core,Syndicated,"Sat. 6:30pm, 7pm, 7:30pm, 8pm, 8:30pm, 9pm, 9:30pm",91,7,30,14,16,"The characters discover the fun and frustrations of high school life, and each episode is told through the teen's point of view. Common themes among the episodes include peer pressure, self-esteem, tolerance and acceptance.",N/A,N/A,N/A,N/A
2005,KDOC,N/A,Los Angeles,3.75,Analog,FRIDAY NIGHT LIGHTS,Core,Local,Saturdays 6pm,14,0,30,14,16,"Friday Night Lights provides local teens with current information on high school sports opportunities and challenges. Issues include teamwork, sportsmanship, goal-setting and strategy.",99,N/A,N/A,N/A
2005,KDOC,N/A,Los Angeles,3.75,Analog,THE PET PLACE,Non-Core,Local,Saturdays 7:30am,14,0,30,13,18,The Pet Place aims to educate adults and children on the growing population of stray pets and the importance of pet care.,99,N/A,N/A,N/A
2005,KDOC,N/A,Los Angeles,3.75,Analog,LITTLE HOUSE ON THE PRAIRIE,Non-Core,Syndicated,Monday-Friday 8am,65,0,60,4,16,Little House on the Prairie is based on the children's books written by Laura Ingalls Wilder and recalls family life in the midwest in the 1800's.,99,N/A,N/A,N/A
2005,KFTR-TV,Telefutura Programming Service*,Los Angeles,3.77,Analog,EL NINO QUE VINO DEL MAR,Core,Network,SA & SU 07:00AM 100105-100205,2,0,60,7,12,"A significant purpose and key educational objective of this program is to show how love can overcome life's obstacles. Felipin is a happy little boy who is on his way with his mother to meet his estranged father, when they are shipwrecked at sea. Felipin drifts ashore on a lifeboat and is found by a kind young woman named Nisa, who takes care of Felipin when she finds out that his mother is said to be dead. Felipin is distraught by the loss of his mother and has lost the chance to finally meet his father. Along with Nisa and his new found friends, Felipin learns important life lessons about family, love, friendship, truthfulness, and faith.",99,N/A,N/A,N/A
2005,KFTR-TV,Telefutura Programming Service*,Los Angeles,3.77,Analog,MARCELINO PAN Y VINO,Core,Network,SU 08:30AM,13,0,30,2,7,"This half-hour program about a little boy who is abandoned one night at the door of a Franciscan monastery shows how love and friendship can overcome life’s obstacles. Marcelino Pan y Vino lives a happy fulfilling life with twelve monks, his gypsy friends and forest animals. His curiosity about life and his parents leads him and his friends into many adventures that teach children the importance of individuality, imagination, dreams and love.",99,N/A,N/A,N/A
2005,KFTR-TV,Telefutura Programming Service*,Los Angeles,3.77,Analog,PLAZA SESAMO,Core,Network,SA & SU 09:00AM,27,0,30,2,7,"A significant purpose and key educational objective of this half-hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children develop a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",99,N/A,N/A,N/A
2005,KFTR-TV,Telefutura Programming Service*,Los Angeles,3.77,Analog,PATRULLA DE SAPITOS,Core,Network,SA 08:00 & 08:30AM,28,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice and respect for others.",99,N/A,N/A,N/A
2005,KFTR-TV,Telefutura Programming Service*,Los Angeles,3.77,Analog,REINO ANIMAL,Core,Network,SA & SU 10:30AM,26,1,30,13,16,"This half-hour program educates young viewers on the natural habitat of animals in an educational, yet entertaining way. With narrations and interactive segments, the series builds upon natural science concepts, sparking a sense of curiosity in its viewers. The program discussed concepts like the functions of animals in an ecosystem, the elements of animal classification, and life sciences to help teach children about the natural world, while having fun at the same time.",1,N/A,N/A,N/A
2005,KHIZ,N/A,Los Angeles,3,Analog,GINA D'S KIDS CLUB,Core,Syndicated,MONDAY @ 7 AM,13,0,30,3,6,"Gina D is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience with the same familiarity that children associate with their mothers or teachers. Children are not only educated but are entertained by a cast of whimsical characters which include Simon Wannabe, Mister Pockets, Miss Muffin, Pierre D’Artist, TV Ted and Doggy Brown. Each show concludes with Gina writing a letter to her Grandmother to review the educational highlights of the day’s events at the clubhouse. The major premise of Gina D’s Kids Club is establishing and reinforcing positive values and behaviors through original songs and character performances.",99,N/A,N/A,N/A
