Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2002,KCAL,N/A,Los Angeles,3,Analog,WILD ABOUT ANIMALS,Core,Syndicated,"Saturday, 2:30pm and Sunday , 1:30pm",24,2,30,13,16,"""Wild About Animals"" is a magazine series designed to educate and inform children. Host, Mariette Hartly, brings them interesting and entertaining stories about the world's most fascinating animals. Each episode consists of at least four stories designed to teach children about the exotic and unique animals from the wild, as well as to educate them further about animals they see everyday.",2,N/A,N/A,N/A
2002,KCAL,N/A,Los Angeles,3,Analog,AWESOME ADVENTURES,Core,Syndicated,"Saturday, 2:00pm",12,1,30,13,16,"""Awesome Adventures"" is designed to educate, inform, and entertain children 16 and under about the world around them. Each journey is a lesson in the beauty of nature, its creatures, and the people who inhabit the land. The show is designed to make learning fun.",1,N/A,N/A,N/A
2002,KCAL,N/A,Los Angeles,3,Analog,JACK HANNA'S ANIMAL ADVENTURE,Core,Syndicated,"Sunday, 1pm and 2pm",23,3,30,13,16,"""Jack Hanna's Animal Adventures"" is a live-action program. In each episode the camera follows Jack as he spends time with nature's creatures across the continents. Jack talks with people that are knowledgeable about each animal and habitat. He teaches and reveals to children the world around them in a way that presents positive animal role models and pro-social values within an environmentally responsible universe.",3,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,BLUE'S CLUES,Core,Network,"SATURDAY, 7-7:30AM",13,0,30,2,5,"In this series, a young adult host - together with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,DORA THE EXPLORER,Core,Network,"SATURDAY, 7:30-8AM",13,0,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,HEY ARNOLD!,Core,Network,"SATURDAY, 8-8:30AM",13,0,30,6,11,"This series revolves around the adventures of nine-year-old Arnold, who lives in his grandparents' boarding house, where he must interact with a group of eccentric boarders, as well as with his friends and other neighborhood children. Arnold uses his creativity, resourcefulness and calm to deal with the issues presented by life as a fourth grader in the big city. The objectives of this series are to help elementary school aged children to acquire better personal and social development skills through life-lessons, themes and stories that will cause them to think, assess, explore and monitor their own behavior, and to introduce them to a variety of people and issues in order to provide them with a springboard for understanding experiences in their own lives. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,THE WILD THORNBERRYS,Core,Network,"SATURDAY, 8:30-9AM",13,0,30,6,11,"This program follows the travels of Eliza Thornberry, whose parents produce nature documentaries and wander the globe in search of exotic places, plants and animals. Eliza has the ability to talk to animals, and her special gift allows her to see and understand the natural world in a very close and personal way. The objectives of the program are to help children learn concepts related to plants, animals and general ecology, and to experience the family interactions of children with parents who are committed to intellectual pursuits and have unique lifestyles. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,AS TOLD BY GINGER,Core,Network,"SATURDAY, 9-9:30AM & SATURDAY, 9:30-10AM",9,4,30,6,11,"This series is about the life of junior high school students as seen through the eyes of Ginger, a sixth grader who attempts to navigate between the worlds of popular and unpopular cliques. Ginger's analytic nature allows her to critique the prevailing social hierarchy, while also understanding the desire to be accepted. The objective of the program is to assist children in analyzing, interpreting and successfully negotiating early individual and group experiences that they may have in their families, schools and communities. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",4,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,PELSWICK,Core,Network,"SATURDAY, 9:30-10AM",6,2,30,6,11,"Pelswick is a smart, mischievous leader of a close group of friends. He is also confined to a wheelchair because of an automobile accident, but refuses to allow this fact to prevent him from being fully integrated into the life of his community or from taking on challenges and risks. Pelswick's advisor and mentor is an irreverent, spiritual figure named Mr. Jimmy, who appears only to Pelswick. The objectives of the program are to teach children that a handicapping condition does not preclude a life full of the same types of successes and disappointments experienced by any other person, and to present to children through the behavior and emotions of the characters some of the social issues they may face. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",2,N/A,N/A,N/A
2002,KCBS,CBS,Los Angeles,3,Analog,HEY ARNOLD!,Core,Network,"SATURDAY, 9-9:30AM",4,1,30,6,11,"This series revolves around the adventures of nine-year-old Arnold, who lives in his grandparents' boarding house, where he must interact with a group of eccentric boarders, as well as with his friends and other neighborhood children. Arnold uses his creativity, resourcefulness and calm to deal with the issues presented by life as a fourth grader in the big city. The objectives of this series are to help elementary school aged children to acquire better personal and social development skills through life-lessons, themes and stories that will cause them to think, assess, explore and monitor their own behavior, and to introduce them to a variety of people and issues in order to provide them with a springboard for understanding experiences in their own lives. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",1,N/A,N/A,N/A
2002,KCOP,UPN,Los Angeles,3,Analog,DISNEY'S RECESS,Core,Network,M-F at 8am (10/1-12/31) and Sundays at 8:30am (10/6-12/29),79,0,30,2,11,"Disney's Recess is designed to educate and inform children who are between the ages of two and eleven. More specifically, the series teaches children about the fundamentals, morals and educational lessons of life.",99,N/A,N/A,N/A
2002,KDOC,N/A,Los Angeles,5,Analog,SAVED BY THE BELL,Core,Syndicated,M-F 3pm & 4:30pm,130,2,30,14,16,"The characters discover the fun and frustrations of high school life, and each episode is told through the teen's point of view. Common themes among the episodes include peer pressure, self-esteem, tolerance and acceptance.",0,N/A,N/A,N/A
2002,KDOC,N/A,Los Angeles,5,Analog,ANYPLACE WILD,Core,Syndicated,Saturday 6:30-7pm,11,0,30,14,16,Takes teens to a new wilderness destination for self-propelled travel in some of the world's most spectacular places.,99,N/A,N/A,N/A
2002,KDOC,N/A,Los Angeles,5,Analog,THE PET PLACE,Non-core,Local,Sat. 7:30am,13,0,30,13,18,A program that aims to educate adults and children alike on the growing population of stray pets and the importance of pet care.,99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,EL NUEVO MUNDO DE LOS GNOMOS,Core,Network,SU & SA 07:00AM 100502-100602,2,0,30,7,11,"A significant purpose and key educational objective of this half-hour program is an appreciation for Mother Nature. Through the activities of the Gnomes, children learn to protect endangered species, create and preserve protected areas, and address global threats to the environment.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,ANATOLE,Core,Network,SU & SA 08:00AM 100502-100602,2,0,30,7,11,"A significant purpose and key educational objective of this half-hour program is to promote a better understanding of other people. Through the efforts of Anatole, a mouse, and his family, children learn how he tries to understand humans and tries to get humans to understand him. Children can learn to accept, value, and appreciate the competencies and differences in others, leading to the development of openness, trust, and mutual respect, and to value the positive aspects of a strong family unit.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,EL LAGARTIJO DE NED,Core,Network,SU & SA 08:30AM 100502-100602; SU & SA 07:00AM 101202-122902,26,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate problem solving and sharing. Ned feeds his pet newt ""Zippo Newt Food"" and turns it into a five hundred-pound monster called Newton, the most mischievous, gluttonous, and empathetic playmate ever. Newton can camouflage himself to avoid detection, and he is Ned's pal for life. But just when Ned needs giant Newton the most, the newt shrinks down to four inches again. Ned's and Newton's adventures with Ned's parents, friends, and the school bully teach young viewers about responsibility, friendship, sharing, and problem-solving.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,GUERREROS MITICOS,Core,Network,SU & SA 09:30AM 100502-100602; SU & SA 07:30AM 101202-102702; SU & SA 08:30AM 110202-122902,26,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to teach children about basic lessons about truth, honor, courage, and love through the time honored tales of Greek myths. Through the adventures of these heroes, children not only learn important moral lessons but also learn about an ancient culture.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,CADILLACS Y DINOSAURIOS,Core,Network,SU & SA 08:00AM 101202-102702; SU & SA 09:00AM,24,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of nature and caring for the environment. In the world of the 26th century, dinosaurs roam the earth with humans and classic cars race woolly mammoths. Through the show children learn how humans can learn to live and co-exist peacefully with nature.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,CUENTOS DE LA CRIPTA,Core,Network,SU & SA 08:30AM 101202-102702; SU & SA 09:30AM,24,0,30,7,12,"In this half-hour show fanciful characters, such as the Old Witch, the Mummy, the Werewolf, and the Vampire, take children on a journey through the outrageous world of the crypt and on the journey introduce a variety of educational subjects and messages.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,LOS CONEJITOS TORPES,Core,Network,SU & SA 07:30AM 110202-122902,18,0,30,5,10,"A significant purpose and key educational objective of this program is to illustrate the importance of family and working together to overcome mistakes. Throughout the shows, the Dumb Bunny family gets into various problems and adventures, but always manage to work together to solve their problems.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,WIDGET,Core,Network,SU & SA 08:00AM,18,0,30,7,12,"A significant purpose and key educational objective of this program is to teach about interacting with cultures other than your own and learning to act independently. When Widget, a friendly extra-terrestrial, is stranded on Earth, he must learn to survive on his own. Throughout the show, Widget’s adventures teach him about keeping an open mind, perseverance, learning from those around him, and taking care of himself.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,MI TELE: CARRUSEL,Core,Network,"M-F 07:00AM' ,M-F 08:00AM",48,1,60,7,12,"This children's novella about a teacher and her students focuses on the many issues facing school-aged children. It appeals to the cognitive interests of elementary school children by presenting these issues in the school setting to which viewers of this age can relate, as well as through humorous situations. The program teaches young viewers about sharing, compassion, and tolerance as well as many other pro-social lessons about human relationships between the teacher and her students and among the students themselves. For example, as the episodes unfold, in the beginning the students play practical jokes on their teacher, but over time, the students learn to respect their teacher and view her as a role model. Through many other adventures, the students also teach viewers about love, respect, racial discrimination, and family values.",0,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,GOTITA DE AMOR,Core,Network,M-F 08:00AM,19,0,60,7,12,"A significant purpose and key educational objective of this program is to show the importance of determination, hope and love. Chabelita, a six-year-old girl, has experienced a life of loss and difficultly but is still able to persevere and continue on toward her dreams. Throughout the shows, Chabelita demonstrates individuality, problem solving and creativity to overcome the difficulties in her life and find happiness.",99,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,COMPLICES AL RESCATE,Core,Network,M-F 06:00PM,63,3,60,7,12,"A significant purpose and key educational objective of this program is to illustrate how friendship, love and kindness can help overcome life’s adversities. Complices al Rescate (“Friends to the Rescue”) follows the lives of two eleven-year-old girls, Silvana and Mariana, who have both experienced sadness, loss, and injustice in their lives. Throughout the shows, the girls learn to appreciate that happiness is not found in popularity and money, but in true friendship, goodwill toward others and love.",0,N/A,N/A,N/A
2002,KFTR,Telefutura programming service*,Los Angeles,15.4,Analog,RAYITO DE LUZ,Non-core,Network,M-F 08:00AM,13,2,60,7,12,A significant purpose and key educational objective of this program is to show the importance of community and perseverance during trial. Rayito de Luz is a Christmas holiday story of a newborn child abandoned at a seminary and the love and dedication of Father Cervantes to care for the child with help of the entire community.,N/A,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,JACK HANNA'S ANIMAL ADVENTURES,Core,Syndicated,Mondays @ 5 p.m.,14,0,30,5,18,"Cameras follow animal entusiast Jack Hanna & his daughter through adventures teaching children about various animal species, thier habitats, animal behavior, and what to do to aid and protect all animals.",99,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,POOCHINI,Core,Syndicated,Tuesdays @ 5 p.m.,14,0,30,3,8,"Poochini is an animated series about a dog that goes from being a high class pampered pooch to living with a middle class family. He learns that he must depend on himself and his instincts. He must understan the reality of his situation, but remain open, flexible, and he demonstrates a willingness to depart from expectations. Poochini points out the positive value of accepting oneself and one's situations for what they are, while at the same time doing one's utmost to improve both.",99,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,SO YOU WANT TO BE?,Core,Syndicated,Wednesdays @ 5 p.m.,14,0,30,7,13,An upbeat and interactive sreies for young people who want to explore career possibilities. Hosts Jeff & Melody visit professionals in their work enviroment to obtain insight to the professionals' job description and what it takes to get where they are.,99,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,BLINKY BILL,Core,Syndicated,Thursdays @ 5 p.m.,13,0,30,5,13,Teaches children good values such as kindness and friendship. Utilizes animation and humor to instill these qualities into children.,99,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,Thursdays @ 8 p.m.,13,0,30,5,16,"Teaches children respect and compassion for animals and living creatures. Teaches about animal behavior, development, and habitat.",99,N/A,N/A,N/A
2002,KHIZ-TV,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,Fridays @ 5 p.m.,13,0,30,13,17,Jobs and careers are explored in an energetic style presentation to educate and inform teenage audiences. Co-host approach allows for interchange of questions and responses.,99,N/A,N/A,N/A
2002,KHTV,N/A,Los Angeles,3,Analog,SUPER BOOK (SPANISH LANGUAGE),Core,Syndicated,Mon - Fri 7:00AM,66,0,30,3,6,"Superbook is a weekly educational series for ages 3 and up designed to entertain and educate various age groups on historical and biblical events. Superbook focuses on positive behavioral and cognitive messages portrayed by the re-telling of these events. Children are able to understand history from a different dimension and relate to the animated characters. From a developmental perspective, the ability to educate young children with Superbook is made easy by taking advantage of the visual and educative appeal of the characters. Children are reinforced and motivated by lessons of love, faithfulness, honesty, and integrity. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2002,KHTV,N/A,Los Angeles,3,Analog,FLYING HOUSE (SPANISH LANGUAGE),Core,Syndicated,Sundays at 8:30am,13,0,30,3,10,"Flying House is a weekly educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using intriguing characters to reinforce positive values, teach behavior modificiation skills, and illustrate stories based on history. Flying House uses the creativity of animation to educate school age children on historical events and expand their ability to memorize these events. 1) It is specifically designed to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30 minutes in length.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,SO YOU WANT TO BE?,Core,Syndicated,Monday @ 4:00 pm,13,0,30,7,13,"An upbeat series that allows children to gain a realistic insight into professions that may be of interest to them in the years ahead. There is not much material on elementary career development with the scope and depth this program offers. From aircraft pilot, banker or marine biologist to travel agent, reporter and chef. A pair of different professions are highlighted in each show with the quality, relevance, and interesting presentation for young children.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,DESTINATION TOMORROW,Core,Syndicated,Monday @ 4:30 pm,13,0,30,8,16,"Destination Tomorrow is a program created by NASA, each program has 3 components: 1): a 30 minutes commercial free program. 2): an educator guide including a hands-on activity 3): an interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,CRITTER GITTERS,Core,Syndicated,Tuesday @ 4:00 pm,14,0,30,9,14,"A search and rescue 911 themed animal adventure series with an entertaining twist of investigative and detective “super sleuthing” by a group neighborhood kids, a couple of veterinarians and zany professor. Action and stimulating story lines combined with kids’ natural love and curiosity of animals. This program promotes and teaches teamwork, cooperation, problem solving, knowledge of animals and positive role models.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,IMAGINELAND,Core,Syndicated,Tuesday @ 4:30 pm,14,0,30,4,12,"Imagineland is a magical world with a cast of irresistible characters that children of all nationalities & ages will fall in love with. The show is set in a countryside some children can only dream about. the sun shines,the air is clean and the values are pure.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,DID YOU EVER WONDER?,Core,Syndicated,Wednesday @ 4:00 pm,2,0,30,6,12,This nationally acclaimed FCC children's series provides answers to the why’s and how's on a wide verity of topics that are educational and have interest to kids ages six to twelve.,99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,POOCHINI,Core,Syndicated,Wednesday @ 4:00 pm,11,0,30,8,13,"Poochini” is a colorful character who has gone from “riches to rags”, but comes to grip with the fact that he is now an ordinary dog who must depend upon himself and his own instincts to survive in the world. He is proud to pass along a bit of his knowledge and discoveries to his young viewers. Each episode in the series includes three different stories.",99,N/A,N/A,N/A
2002,KJLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,Wednesday @ 4:30 pm,13,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A cohost approach allows for interchange of questions and responses adding viewer stimulation and insight.Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. encourages young people to follow their dreams.,99,N/A,N/A,N/A
2002,KMEX-TV,Univision programming service*,Los Angeles,3,Analog,PLANETA U,Core,Network,SU 08:30AM; SA 08:30AM,26,0,90,6,11,"Planeta U is an hour and a half hour program consisting of the one hour academic Plaza Sesamo program and a half hour program, Mimi and Mr. Bob, which talks to children about morals and social values. Plaza Sesamo: Provides reading readiness training, early mathematics skills, education in health, hygiene and nutrition, and provides encouragement and stimulation for academic success. Produced by CTW specifically for a Spanish-language audience. Mimi and Mr. Bob: Mimi lives with her mother and father in a diverse neighborhood and her interactions with her friends illustrate different themes and lessons. Some of the issues discussed in current episodes include resisting peer pressure, recognizing the consequences of your actions, interacting responsibly with the environment, and the importance of friendship.",99,N/A,N/A,N/A
2002,KNBC,NBC,Los Angeles,3,Analog,PREHISTORIC PLANET,Core,Network,"Saturday, 8:00AM - 8:30AM ",13,0,30,9,14,"PREHISTORIC PLANET is based on the award-winning BBC/Discovery series “Walking with Dinosaurs.” It begins over 200 million years ago with the Triassic Period. Over several weeks, the audience travels through time to the Jurassic, Early Cretaceous and Mid-Cretaceous Periods, which ended 65 million years ago. The dawn of the mammals is then covered, with the series ending just a few million years ago. The objectives of this show are to: · Expose the audience to a re-creation of the prehistoric world and explain how the animal kingdom might have lived day by day. · Expose learners to content that will enable them to differentiate and match species to eras, to habitat, and to their respective behavior patterns. · Expose the audience to information on how and why certain prehistoric beasts were the precursors of species alive today. · Expose the audience to basic concepts of the life cycle, the food chain, and the process of species survival vs. extinction. · Expose the audience to content on the development of the Earth’s geography and the relationship of weather, geography, and natural events to the development of different animal species.",99,N/A,N/A,N/A
2002,KNBC,NBC,Los Angeles,3,Analog,CROC FILES,Core,Network,"Saturday, 8:30AM - 9:00AM",13,0,30,9,14,"CROC FILES takes the audience on world-wide travels with naturalist, adventurer and story-teller Steve Irwin of the Australian Zoo. In humorous and adventuresome episodes, Steve, with his wife Terri and a small crew, travel to different locales to film a wide variety of animal species. The objectives of this show are to: · Expose the audience to the habitat, behavior patterns and, in most cases, the dangers of most types of non-domesticated animals. · Demonstrate to the audience how to be safe around wild animals, particularly dangerous predators and poisonous snakes. · Inform the audience about the life cycle, eating habits and social behavior of different animals. · Inform the audience about conservation issues and the relationship and importance of different animals to specific ecosystems.",99,N/A,N/A,N/A
