Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2004,KCBS,CBS,Los Angeles,3,Analog,LAZYTOWN,Core,Network,Saturdays @ 7:00am,13,0,30,2,11,"This program is anchored by Sportacus, a fit and agile hero, whose ""krytonite"" is sugar, which makes him instantly lethargic. Sportacus and the program's cast of child characters are challenged in each episode with an issue or dilemma, and are opposed in their attempts to complete their mission by Robbie Rotten, who seeks to return Lazytown to its former lazy ways. The program seeks to impart to preschool and early school-aged children the importance of healthy living, and to help them understand the value of developing sound eating and physical exercise habits, while also providing them positive messages about friendship, empathy, self-respect, truthfulness and other age-appropriate life lessons. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,MISS SPIDER'S SUNNY PATCH FRIENDS,Core,Network,Saturdays @ 7:30am,13,0,30,2,5,"This program, based on the series by David Kirk, follows the adventures of Miss Spider's children and their friends, a hodge-podge of bug creatures of all types. Under the warm and attentive guidance of their parents, the spider children learn that showing kindness toward and understanding of others can be an effective tool in solving problems. In addition to their pro-social storylines, the episodes also include lessons in ""backyard biology."" The educational objectives of the program are to help children learn the value of being part of a loving, supportive family, and understand the role of family and friends as they begin to engage in new personal and social experiences beyond the home. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,DORA THE EXPLORER,Core,Network,Saturdays @ 8:00am,2,0,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,DORA THE EXPLORER,Core,Network,Saturdays @ 8:30am,13,0,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,LITTLE BILL,Core,Network,Saturdays @ 9:00am,10,3,30,2,11,"This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or problem, whether emotional, social or physical, he must solve. The objectives of this series are to encourage children to value themselves and the love and support of their family, friends and community, and to help them develop their social skills and ethical values by dealing with the conflicts in their lives with fairness and creativity. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",3,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,BLUE'S CLUE'S,Core,Network,Saturdays @ 9:30am,9,4,30,2,5,"In this series, a young adult host - togeher with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",4,N/A,N/A,N/A
2004,KCBS,CBS,Los Angeles,3,Analog,THE BACKYARDIGANS,Core,Network,Saturdays @ 8:00am,11,0,30,2,5,"This program centers on three friends preschool friends, who play together after school in a barrier-less backyard behind their adjacent homes. In each episode, the children imagine an adventure, and their yard is transformed into the setting for the action. The programs use both original and well-known songs to reveal emotion, explicate character and advance the stories. The educational objectives of the program are to nuture children's interest in music, dance and imaginative storytelling, and to use these creative arts to foster children's cognitive and emotional development. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2004,KCOP,UPN,Los Angeles,5.1,Analog,ACE LIGHTNING,Core,Syndicated,M-F at 7am (10/1/04-12/31/04),66,0,30,8,11,"Ace Lightning is a prosocial series promoting the idea that there is a little hero in each of us, and examining the various qualities that 8 11 year olds need to think about and develop in order to make such ""heroism"" emerge. Target Audience: 8 11 year old.",99,N/A,N/A,N/A
2004,KCOP,UPN,Los Angeles,5.1,Analog,SHERLOCK HOLMES IN THE 22ND CENTURY,Core,Syndicated,M-F at 7:30am (10/1/04-12/31/04),66,0,30,9,11,"Holmes' timely return offers an ideal device for engaging and entertaining young viewers while building invaluable problem-solving and information management skills and modeling the pro-social values and behaviors associated with enduring friendships and effective teamwork. Overarching educational opportunities that flow naturally from the characters and familiar story lines include: motivating kids to see critical thinking and team problem-solving as exciting, fun, and within their capacity; demonstrating fundamental principles of gathering, evaluating, and interpreting information and using it to imagine, present, and test plausible scenarios; and modeling and showing positive consequences of friendship, responsibility, honesty, creativity, perseverance, and respect for self, for others, and for the power of ideas.",99,N/A,N/A,N/A
2004,KDOC,N/A,Los Angeles,5,Analog,SAVED BY THE BELL,Core,Syndicated,M-F 4pm,65,1,30,14,16,"The characters discover the fun and frustrations of high school life, and each episode is told through the teen's point of view. Common themes among the episodes include peer pressure, self-esteem, tolerance and acceptance.",0,N/A,N/A,N/A
2004,KDOC,N/A,Los Angeles,5,Analog,MOESHA,Core,Syndicated,Monday-Friday 4:30pm,65,1,30,14,16,"African-American teenager Moesha Mitchell deals with inner-city high school life, and relationships with friends and family. Issues include ethics, morals, self-respect and respect for others.",0,N/A,N/A,N/A
2004,KDOC,N/A,Los Angeles,5,Analog,THE PET PLACE,Non-Core,Local,Sat. 7:30am,13,0,30,13,18,A program that aims to educate adults and children alike on the growing population of stray pets and the importance of pet care.,99,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,EL NINO QUE VINO DEL MAR,Core,Network,SU 07:00AM,13,0,60,7,12,"A significant purpose and key educational objective of this program is to show how love can overcome life's obstacles. Felipin is a happy little boy who is on his way with his mother to meet his estranged father, when they are shipwrecked at sea. Felipin drifts ashore on a lifeboat and is found by a kind young woman named Nisa, who takes care of Felipin when she finds out that his mother is said to be dead. Felipin is distraught by the loss of his mother and has lost the chance to finally meet his father. Along with Nisa and his new found friends, Felipin learns important life lessons about family, love, friendship, truthfulness, and faith.",99,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,EL LAGARTIJO DE NED,Core,Network,SA 08:00AM,12,1,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate problem solving and sharing. Ned feeds his pet newt ""Zippo Newt Food"" and turns it into a five hundred-pound monster called Newton, the most mischievous, gluttonous, and empathetic playmate ever. Newton can camouflage himself to avoid detection, and he is Ned's pal for life. But just when Ned needs giant Newton the most, the newt shrinks down to four inches again. Ned's and Newton's adventures with Ned's parents, friends, and the school bully teach young viewers about responsibility, friendship, sharing, and problem-solving.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,"AMY , LA NINA DE LA MOCHILA AZUL",Core,Network,M-F 06:00PM 102704-123104,44,4,60,7,12,"A significant purpose and key educational objective of this program is to illustrate how determination, friendship, and love can overcome life’s obstacles. Amy, a beautiful baby girl drifts ashore after a storm at sea and is found by captain Matias and his wife Perla. This very loving family raise Amy to become a compassionate and loving girl. Unfortunately, their lives change, when Perla falls into the sea and loses her life during a storm. Distraught by the loss of his wife, Matias refuses to go near the sea, and quits his job as a fisherman. Matias and Amy face many hardships together, but Amy makes the best of the situations that arise and is happy as long as she has her father’s love. With Amy, Matias, and their many friends, viewers learn about the importance of family, friendship, faith, and perseverance.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,PLAZA SESAMO,Core,Network,SA & SU 08:30AM,25,1,30,2,7,"A significant purpose and key educational objective of this hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children develop a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,BOB EL CONSTRUCTOR,Core,Network,SA & SU 09:00AM,25,1,30,2,7,"A significant purpose and key educational objective of this half-hour program is to illustrate friendship and problem solving. Bob and his gang of building machines, Scoop the digger, Muck the bulldozer, Dizzy the cement mixer, Lofty the Crane and Roley the steamroller, come together as a team to help each other out of trouble and solve problems.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,LOS CONEJITOS TORPES,Core,Network,SA 09:30AM,12,1,30,5,10,"A significant purpose and key educational objective of this program is to illustrate the importance of family and working together to overcome mistakes. Throughout the shows, the Dumb Bunny family gets into various problems and adventures, but always manage to work together to solve their problems.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,CUENTOS DE LA CRIPTA,Core,Network,SA 10:00AM,11,2,30,7,12,"In this half-hour show, fanciful characters, such as the Old Witch, the Mummy, the Werewolf, and the Vampire, take children on a journey through the outrageous world of the crypt and introduce a variety of educational subjects and messages.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,PATRULLA DE SAPITOS,Core,Network,SU 10:00AM,11,2,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice and respect for others.",0,N/A,N/A,N/A
2004,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.46,Analog,ALEGRIJES Y REBUJOS,Core,Network,M-F 06:00PM 100104-102604,18,0,60,7,12,"A significant purpose and key educational objective of this children’s novella is to show the importance of community and perseverance during trial. Sofia, a girl who is faced with a jealous stepmother, an inattentive father and a mean brother, meets Don Darvelio, an eccentric millionaire, and Alfonso, a “savage” boy. Together they learn the meaning of true friendship and love. Don Darvelio, who had secluded himself from society by hiding in his haunted mansion, finds the happiness he had always dreamed of when he meets Sofia and Alfonso. He names Sofia and Alfonso “Happies,” which to him are people who enjoy life and never lose hope through good and bad times. Sofia, Alfonso and their neighborhood friends come together and employ the values of the “Happies” to overcome the evil of the ""Grumpies,"" those who are unloving, materialistic, jealous and selfish. Through their incredible adventures, viewers learn important life lessons about love, friendship, truthfulness, fair competition and happiness.",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,GINA D'S KIDS CLUB,Core,Syndicated,Monday @ 7AM,13,0,30,3,6,"Gina D is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience with the same familiarity that children associate with their mothers or teachers. Children are not only educated but are entertained by a cast of whimsical characters which include Simon Wannabe, Mister Pockets, Miss Muffin, Pierre D’Artist, TV Ted and Doggy Brown. Each show concludes with Gina writing a letter to her Grandmother to review the educational highlights of the day’s events at the clubhouse. The major premise of Gina D’s Kids Club is establishing and reinforcing positive values and behaviors through original songs and character performances.",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,KIMBA THE WHITE LION,Core,Syndicated,Tuesdays @ 7AM,13,0,30,3,8,"Kimba is a wonderful series that talks about virtues too often forgotten in our world. Revolutionary for it’s time, Kimba features stories that regularly talk about concerns for the environment; encouragement of peaceful co-existence and understanding amongst all animals; reminding humans to take care of animals and their environment",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,Syndicated,Wednesday @ 7 am,13,0,30,13,18,"Ultimate Choice follows eight teens through a carefully orchestrated extreme adventure against the breathtaking background of Lake Tahoe, California. They face cliff jumping, whitewater rafting, an ultimate choice obstacle course, ultimate rope courses, mountain scooters, hot air ballooning and much more. They live these adventures 24 hours each day, saying good-bye to their normal lives and hello to an experience that they will never forget. At the conclusion of each adventure, the teens discuss what they learned about themselves and life, as they develop their own convictions about each of the physical and moral issues.",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,FUN,Core,Syndicated,THURSDAYS @7AM,13,0,30,13,18,"“fun!” is the first and only weekly program, that travels around the globe in search of the world’s greatest and unique amusement parks, thrill rides (i.e.: roller coasters) and other family oriented recreational offerings. The high production values and high energy visual effects adds to the excitement of the audience’s experience.",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,FRIDAY AT 7AM,13,0,30,13,18,"REAL LIFE 101 IS AN UPBEAT SERIES THAT ALLOWS TEENS TO GAIN A REALISTIC INSIGHT INTO PROFESSIONS THAT MAY BE OF INTEREST TO THEM IN THE YEARS AHEAD. FROM AIRCRAFT PILOT, BANKER OR MARINE BIOLOGIST TO TRAVEL AGENT, REPORTER AND CHEF, A PAIR OF DIFFERENT PROFESSIONS IS HIGHLIGHTED IN EACH SHOW",99,N/A,N/A,N/A
2004,KHIZ,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,TUESDAY AT 9:00 PM,13,0,30,5,16,"""ANIMAL RESCUE"" IS A WEEKLY HALF HOUR SERIES SHOWCASING THE HEROIC EFFORTS OF EMERGENCY WORKERS AND ORDINARY PEOPLE SAVING ANIMALS IN TROUBLE. HOST ALEX PAEN AND ANIMAL RESCUE CAMERAS TRAVEL AROUND THE WORLD CAPTURING THESE DRAMATIC RESCUE STORIES. TEACHES CHILDREN ABOUT ANIMAL BEHAVIOR, DEVELOPENT AND HABITAT.",99,N/A,N/A,N/A
2004,KHTV,N/A,Los Angeles,3.53,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 7:30-8AM and Sundays 7-7:30am,79,0,30,3,10,Super Libro is a program specifically designed for children under the age of 16. 1) It airs during core hours. 2) It is regularly scheduled. 3) It is 30 minutes in length.,99,N/A,N/A,N/A
2004,KHTV,N/A,Los Angeles,3.53,Analog,FLYING HOUSE,Core,Syndicated,Sundays 7:30-8AM,13,0,30,3,10,"Flying House is a weekly educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using iintriguing characters to reinforce positive values, teach behavior modification skill. Flying House uses the creativity of animation to educate school age children on historical events and expand their ability to memorize these events. 1) It is specifically desigend to meet the educational and informational needs of children under the age of 16. 2) It airs during core hours. 3) It is regularly scheduled. 4) It is 30min length.",99,N/A,N/A,N/A
