Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2006,KAZA,AZTECA AMERICA,Los Angeles,3,Analog,PEQUEÑOS EN ACCION,Core,network,Tuesday & Friday 730-8am 10/3/06 - 12/29/06,26,0,30,2,7,"The educational value of ""pequenos en accion"" is to teach children about life and all about school. The program is regularly scheduled and airs between the hours of 7am and 10pm. The program is 30 minutes in length and is educational and informational, targeted to young children 2-7 years old.",99,N/A,N/A,N/A
2006,KAZA,AZTECA AMERICA,Los Angeles,3,Analog,ARCANDINA,Core,network,Mon & Thur 10/2/06-12/28/06,26,0,30,4,10,"A fun and educational series with great message, we can all help to preserve the world's natural resources. In a fun and entertaining way Pepe, Max and the gang fight the evil doers trying to contaminate the earth. In this program, you'll see diverse stories of the people of Arcandina, who travel in their fantastic vehicle, teaching boys and girls to protect the forest, save water and energy, recycle, reforest, protect animal species and minimize pollution to prevent the destruction of our planet.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,LA CASA DE WIMZIE,Core,Syndicated,"Mon-Fri / 7:00 AM, Mon / 7:00 AM",45,0,30,2,6,"Whimzie, the feisty, fuchsia-haired, five year-old star of the series lives here with her baby brother, Bo, her parents and 150 year-old grandma, YaYa who runs a daycare for the neighborhood kids. Every day, Horace, Jonas and Loulou visit. Together, they learn about life in a confident and creative way, one day at a time.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,EL MUNDO FANTASTICO DE RICHARD SCARRY,Core,Syndicated,Mon / 7:30 AM,5,0,30,2,5,"Residents of Busytown, focusing on the Cat family, Mother, Father, Huckle and Sally and a few other characters, all keep the city humming with activity teaching comraderie.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,AUNQUE UD. NO. LO CREA DE RIPLEY,Core,Syndicated,Tue & Sun / 7:00 AM,10,0,30,6,11,"Years ago, famed adventurer, Robert Ripley spanned the globe in his unending search for the strange, the bizzare and the unexplained. Today, the adventure continues in an all new Canadian action-adventure animated series from Cinar. Michael Rip Ripley, nephew of Robert Ripley scours the world to uncover strange stories and odd artifacts. Children learn all about many amazing facts around the world.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,LUCKY,Core,Syndicated,Mon-Fri / 7:30 AM,40,0,30,3,8,"Lucky and his ""Lucky Stars"" offer children safe amusement while learning about different topics that include history, cooking, songs, dance, self defense and many more by participating in Lucky's show.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,ANIMALITOS LOCOS,Core,Syndicated,Tue / 7:30 AM,5,0,30,6,9,"A gang of wacky wild animals deep in the heart of Africa at a wildlife preserve go about their unconventional lives. Based on the Roger Bollen comic strip, Animal Crackers.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,EL MUNDO MARAVILLOSO DEL MAGO DE OZ,Core,Syndicated,Wed / 7:00 AM,5,0,30,4,8,"Based on the classic movie, Wizard of Oz, Dorothy, Toto and their traveling companions are confronted with dangers. Children learn comraderie while the group meets new friends who need their help along the way through Oz.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,LAS AVENTURAS DE EMILY Y ALEXANDER,Core,Syndicated,Thur & Fri / 7:00 AM,10,0,30,4,8,"The cousins travel the world visiting wondrous new lands, making new friends and learning about art and cultures between the years 1899 to 1910 on their mouse-sized tour.",99,N/A,N/A,N/A
2006,KBEH,N/A,Los Angeles,4,Analog,EL MUNDO FANTASTICO DE RICHARD SCARRY,Non-core,Syndicated,Mon-Fri / 6:30 AM,40,0,30,2,5,"Residents of Busytown, focusing on the Cat family, Mother, Father, Huckle and Sally and a few other characters, all keep the city humming with activity teaching comraderie.",99,N/A,N/A,N/A
2006,KCAL,N/A,Los Angeles,3,Analog,JACK HANNA ANIMAL ADVENTURES,Core,Syndicated,"Monday thru Friday, 7:30a",64,1,30,13,16,jack Hanna's Animal Adventures is a live action program. In each episode the camera follows Jack Hanna as he spends time with nature's creatures across the continents.,1,N/A,N/A,N/A
2006,KCAL,N/A,Los Angeles,3,Analog,B IN TUNE,Core,Syndicated,Saturday 7:30a,13,0,30,9,14,"A music learning series that is committed to educational excellence thru music and arts. Music heals, harmonizes, empowers and enriches. It is a show for youth by youth that inspires youth to fulfill their potential.",99,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,MADELINE,Core,network,Saturdays @ 7:00am,13,0,30,5,7,"The animated and Emmy award winning series, ""The New Adventures of Madeline,"" is based on the classic books by Ludwig Bemelman. Narrated in rhyme by reknown actor Christopher Plummer, the episodes follow the everyday and imaginative adventures of a little French girl and her friends. The Madeline stories both portray and reflect on some of the social learning experiences valuable for children in the early and middle periods of childhood. The series also explores many of the social lessons related to such themes as honesty, fairness, respect for others, self-reliance, and a number of other prosocial concepts so important for developing children. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,"SABRINA, THE ANIMATED SERIES",Core,network,Saturdays @ 7:30am,13,0,30,7,12,"The animated series, ""Sabrina,"" involves the adventures of a modern, early adolescent girl who is part human and part witch. While Sabrina is not your typical girl - she has magical powers that must be kept secret and also under control - the familial, social, peer-group, and school-related issues she experiences all serve as educational and instructional life-lessons for viewers, as they reflect many of the same learning experiences and teenage challenges faced by children today. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,TROLLZ,Core,network,Saturdays @ 8:00am,13,0,30,8,12,"TROLLZ is an animated series about five teenage girls growing up in a magic and colorful world, who live by the credo B.F.F.I. - Best Friends for Life. The magic in their lives is interwoven into real-world type experiences through which they learn to engage in problem solving, creative thinking, and cooperative strategy skills. The series also provides an opportunity for the five girls to learn how to cope with some of the social and emotional issues of self-esteem relating to physical features and other personal attributes, emerging friendships and peer-group relationships, and other experiences found in Trollzopolis. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,HORSELAND,Core,network,Saturdays @ 8:30am,13,0,30,9,11,"HORSELAND is an animated series about five girls and two boys who live in spectacular countryside that houses a farm called Horseland. Each of these main characters has a special horse whose personality is similar to its owner's. Horseland and its unique approach of integrating the personality of the main characters and animals serve to reinforce prosocial themes. Horseland is also a ""coming of age"" series in which viewers experience and learn from the social interactions, hopes, dreams, and even fears of this group of culturally diverse adolescents. From this background, the experiences of sharing, caring, compromise, friendship, respect, and competition emerge to provide the young viewers with social and emotional guidelines for better understanding many of the life-lessons they need to learn as they grow and develop. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,CAKE,Core,network,Saturdays @ 9:00am,9,4,30,8,12,"CAKE is a live-action show-within-a-show about a teenage girl by the name of Cake, who, with the help of three friends, produces a cable access show. The series is designed to provide the viewers with two integrated levels of educational and informational experiences. On one level, each episode provides actual instruction regarding specific activities, with hands-on examples related to the design and use of various fabrics, the making of clothes, the crafting of useful home, school, play, and household items, and other forms of creative expression. The other level in the episode provides an opportunity for the viewers to learn about social and emotional themes such as the value of honesty, the importance of personal worth and self-esteem, the meaning of friendship, the value of having a healthy life-style, and other prosocial concepts that are developmentally appropriate for this age-group. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",4,N/A,N/A,N/A
2006,KCBS,CBS,Los Angeles,3,Analog,DANCE REVOLUTION,Core,network,Saturdays @ 9:30am,9,4,30,8,12,"DANCE REVOLUTION is designed to provide preadolescent and early teenage boys and girls with an opportunity to both view and participate in a dance competition-style series in which their creative talents and skills are demonstrated in a kid-friendly environment of artistic expression. Within this music and dance environment, the viewers will be able to learn how their peers plan, design, and execute various forms of choreography; observe how young people handle the social requirements associated with mastering various forms of dance within the framework of a competition; understand the personal dedication and physical commitment necessary for this field of artistic expression; and learn how to evaluate their own skills and career aspirations as they observe the participants in the series work with seasoned professionals in various areas of dance and the creative arts. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",4,N/A,N/A,N/A
2006,KCOP,MNT,Los Angeles,3,Analog,SAFARI TRACKS,Core,Syndicated,Mon & Tue at 7:00am (10/1/06-12/31/06),26,0,30,13,16,"Safari Tracks is a program with content grounded in the natural world and delivered using an approach that, while entertaining to a young audience, highlights the informational and educational aspects of the animal kingdom in the given environment of Africa. There is no question that an audience of young people would gain worthwhile information and concepts delivered with an enlightened attitude toward nature and the environment. Viewers receive topic points that help build the ethical decision-making necessary to becoming a citizen of the planet.",99,N/A,N/A,N/A
2006,KCOP,MNT,Los Angeles,3,Analog,WILD ABOUT ANIMALS,Core,Syndicated,Wed & Thur at 7:00am (10/1/06-12/31/06),26,0,30,13,16,"Wild About Animals is a weekly half-hour program that serves the educational and informational needs of children 13 - 16 years old with its program content. The objective of the program is to educate and inform children by bringing them the most entertaining and interesting stories about the world's most fascinating animals. Each episode consists of at least four stories designed to teach children about exotic and unique animals from the wild, as well as to educate them further about animals they see every day.",99,N/A,N/A,N/A
2006,KCOP,MNT,Los Angeles,3,Analog,ANIMAL ATLAS,Core,Syndicated,Fri & Sat at 7:00am,26,0,30,13,16,"Animal Atlas is an entertaining and educational half-hour program that explores the world of animal wildlife, promoting a better understanding of how various animal species live and what they need to survive. With an entertaining narrative, the series combines focused examinations of certain topics such as “Animal Appetites” (which explores the various diets of animals along with information about how animals catch and eat their food, how diets determine their lifestyle, etc.), “Animal Antics”, (a hilarious look at the crazy physical antics and talents of certain species), “Animal Babies” (an intimate look at babies of various species, how they are born, how they are raised and the difficulties and delights of growing up), along with shows which focus solely on certain animals such as elephants, bears, and monkeys. In these shows a thorough and entertaining exploration of the specific animal takes the viewer into that animal’s world as we see where it lives, how it eats, how it plays, how the family unit operates, and what threatens and supports its survival. Animal Atlas also promotes responsibility toward wildlife issues by educating the viewer about endangered species and wildlife habits, as well as informing viewers how to support wildlife conservation.",99,N/A,N/A,N/A
2006,KDOC,N/A,Los Angeles,8,Analog,Little House On The Prairie,Core,Syndicated,Monday - Friday @ 8am,65,0,60,12,16,"""Little House"" explores issues of teenage life and dealing with problems in a small town. The series is based on novels written by Laura Ingalls, a young girl growing up in the late 1800's and gives a history lesson along with a lesson of morality in each episode.",99,N/A,5.5,Y
2006,KDOC,N/A,Los Angeles,8,Analog,The Pet Place,Core,Local,Saturdays @ 1pm,12,0,30,6,16,"Proper care and nutrition techniques are taught for dogs, cats and all pets. Animals are also brought in from shelters to be adopted into new homes with new children and families.",99,N/A,5.5,Y
2006,KDOC,N/A,Los Angeles,8,Analog,Friday Night Highlights,Non-core,Local,Fridays @ 11pm,12,0,30,12,16,"It's a re-cap of a week of high school sports action - from football to the swim team. Students and professionals shoot and report on events around local schools, and it's all presented in a highly professional 30 minute news package.",99,N/A,5.5,Y
2006,KDOC,N/A,Los Angeles,8,Analog,High School Football,Non-core,Local,Friday Nights @ 9pm or 12m,10,-1,120,12,16,High School Football was for teen-age boys and girls who worked hard practicing and competing for their local school in one of the country's biggest sporting events.,N/A,N/A,5.5,Y
2006,KDOC,N/A,Los Angeles,8,Digital,Friday Night Highlights,Non-core,Local,Friday Nights @ 11pm,12,0,30,14,16,"It's a re-cap of a week of high school sports action - from football to the swim team. Students and professionals shoot and report on events around local schools, and it's all presented in a highly professional 30 minute news package.",99,N/A,5.5,Y
2006,KDOC,N/A,Los Angeles,8,Digital,High School Football,Non-core,Local,Friday nights @ 12midnight,10,-1,120,12,16,High School Football was for teen-age boys and girls who worked hard practicing and competing for their local school in one of the country's biggest sporting events.,N/A,N/A,5.5,Y
2006,KFTR-TV,Telefutura Programming Service* ,Los Angeles,3,Analog,PLAZA SESAMO,Core,network,SA & SU 09:00AM,27,0,30,2,7,"A significant purpose and key educational objective of this half-hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children develop a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",99,N/A,N/A,N/A
2006,KFTR-TV,Telefutura Programming Service* ,Los Angeles,3,Analog,PATRULLA DE SAPITOS,Core,network,SU 08:00 & 08:30AM,28,0,30,7,12,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice and respect for others.",99,N/A,N/A,N/A
2006,KFTR-TV,Telefutura Programming Service* ,Los Angeles,3,Analog,REINO ANIMAL,Core,network,SA & SU 10:30AM,26,1,30,13,16,"This half-hour program educates young viewers on the natural habitat of animals in an educational, yet entertaining way. With narrations and interactive segments, the series builds upon natural science concepts, sparking a sense of curiosity in its viewers. The program discussed concepts like the functions of animals in an ecosystem, the elements of animal classification, and life sciences to help teach children about the natural world, while having fun at the same time.",1,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,GINA D'S KIDS CLUB,Core,Syndicated,Mondays @ 7AM,3,10,30,3,6,"Gina D is a fun loving and positive role model who connects with her 3 to 6 year-old aged audience with the same familiarity that children associate with their mothers or teachers. Children are not only educated but are entertained by a cast of whimsical characters which include Simon Wannabe, Mister Pockets, Miss Muffin, Pierre Dâ€™Artist, TV Ted and Doggy Brown. Each show concludes with Gina writing a letter to her Grandmother to review the educational highlights of the dayâ€™s events at the clubhouse. The major premise of Gina Dâ€™s Kids Club is establishing and reinforcing positive values and behaviors through original songs and character performances.",10,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,SWAMP KRITTERS,Core,Syndicated,Tuesdays @ 7AM,3,0,30,3,8,"Swamp Kritters is a series that deals with important issues, such as pollution, cooperation and prejudice. Each episode teaches value centered lessons in self esteem and decision making.",99,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,WHADDYADO,Core,Syndicated,Wednesdays @7AM,3,10,30,13,16,"WHADDYADO is designed to educate, inform, inspire and entertain children 16 & under (specific target audience is 13 to16) about the world around them. Each episode is an educational life-lesson, based in reality, intended to prepare young people for potential situations that could easily crop up at any time, anywhere.",10,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,FUN!,Core,Syndicated,Thursdays @7AM,3,10,30,13,18,"fun! is a program about family-oriented recreation that travels around the globe in search of the world's greatest and unique amusement parks, thrill rides (i.e.: roller coasters) and other family oriented recreational offerings.",10,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,Fridays @ 7AM,3,10,30,13,18,"REAL LIFE 101 IS AN UPBEAT SERIES THAT ALLOWS TEENS TO GAIN A REALISTIC INSIGHT INTO PROFESSIONS THAT MAY BE OF INTEREST TO THEM IN THE YEARS AHEAD. FROM AIRCRAFT PILOT, BANKER OR MARINE BIOLOGIST TO TRAVEL AGENT, REPORTER AND CHEF, A PAIR OF DIFFERENT PROFESSIONS IS HIGHLIGHTED IN EACH SHOW.",10,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,JACK HANNA'S ANIMAL ADVENTURES,Core,Syndicated,Tuesdays @ 3:30PM,10,0,30,4,12,"Every week ""Jungle Jack"" Hanna takes television viewers aroung the world, teaching them about animals, nature and ecology.",99,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,Tuesdays @ 9PM,13,0,30,5,16,"""ANIMAL RESCUE"" IS A WEEKLY HALF HOUR SERIES SHOWCASING THE HEROIC EFFORTS OF EMERGENCY WORKERS AND ORDINARY PEOPLE SAVING ANIMALS IN TROUBLE. HOST ALEX PAEN AND ANIMAL RESCUE CAMERAS TRAVEL AROUND THE WORLD CAPTURING THESE DRAMATIC RESCUE STORIES. TEACHES CHILDREN ABOUT ANIMAL BEHAVIOR, DEVELOPENT AND HABITAT.",99,N/A,N/A,N/A
2006,KHIZ,N/A,Los Angeles,3,Analog,PROFILES IN CARING,Non-core,Syndicated,Sundays @ 4:30PM,13,0,30,12,18,"Profiles In Caring is a non-profit program, highlighting the extraordinary volunteer efforts of Americans. Each week an inspirational story is profiled, detailing the many lives changed through hard work, heart and community spirit.",99,N/A,N/A,N/A
2006,KHTV,N/A,Los Angeles,3.5,Analog,SUPER LIBRO (SPANISH LANGUAGE),Core,Syndicated,M-F 7:30AM AND SUNDAYS AT 7AM,79,0,30,3,10,Super Libro is a program specially designed for children under the age of 16. It airs during core hours and teaches children moral values with stories.,99,N/A,N/A,N/A
2006,KHTV,N/A,Los Angeles,3.5,Analog,FLYING HOUSE (SPANISH LANGUAGE),Core,Syndicated,SUNDAYS AT 7:30AM,14,0,30,3,10,Flying House is an educational series designed for children ages 3-10. It has been uniquely produced to provide entertainment and education for the entire family by using intriguing characters. It airs during core hours.,99,N/A,N/A,N/A
2006,KJLA,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,Syndicated,Mondays at 4:00 pm,13,0,30,13,18,"Ultimate Choice provides an opportunity for its young viewers to learn more about themselves and their lives, as well as to develop their own convictions about each of the physical and moral issues through the subjects explored and discussed on this television series. In each of the episodes within this series, eight teens, which have just finished an extreme adventure that brought them face-to-face with challenges that have lifelong implications, share thoughts that are designed to shape the values that will guide young men and women throughout their lives. Issues discussed include: Drugs; Compromise; Resolving Conflict; Teamwork; Fear; and Self Control.",99,N/A,N/A,N/A
