Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2003,KAZA,Azteca America,Los Angeles,3,Analog,EL SUPER LIBRO,Core,Network,Saturday and Sunday @ 7am (10/4/03-12/6/03),19,0,90,2,7,"The educational value of ""El Super Libro"" is to teach children historical lessons from the Bible, and to instill morals and respect for adults and peers. It also portrays the achievements of biblical characters as desirable goals for young viewers to embrace for their own lives. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 90 minutes in length and is educational and informational, targeted to young children 2-7 years old.",99,N/A,N/A,N/A
2003,KAZA,Azteca America,Los Angeles,3,Analog,LA HORA DE LOS CHAVOS,Core,Network,Saturday and Sunday @7am (12/7/03-12/28/03),7,0,60,8,12,"The educational value of ""La Hora de los Chavos"" is showing that cooperation and interaction between children enables them to teach their peers in an entertaining manner. The program airs between 7 a.m. and 10 p.m. The program is 60 minutes in length and is educational and informational, targeted to children 8-12 years old.",99,N/A,N/A,N/A
2003,KAZA,Azteca America,Los Angeles,3,Analog,EL SUPER LIBRO,Core,Network,Saturday and Sunday @ 8am (12/7/03-12/28/03),7,0,30,2,7,"The educational value of ""El Super Libro"" is to teach children historical lessons from the Bible, and to instill morals and respect for adults and peers. It also portrays the achievements of biblical characters as desirable goals for young viewers to embrace for their own lives. The program is regularly scheduled and airs between the hours of 7 a.m. and 10 p.m. The program is 90 minutes in length and is educational and informational, targeted to young children 2-7 years old.",99,N/A,N/A,N/A
2003,KCAL,N/A,Los Angeles,3,Analog,CRITTER GITTERS,Core,Syndicated,Saturdays 7:00am,13,0,30,9,14,"In this series, a group of neighborhood kids join foces with two veterinarians and an inventive professor to become a search and rescue unit, a dective agency and a police force for animals. The ""Critter Gitters"" solve moral and ethical dilemas that face children in every day life.",99,N/A,N/A,N/A
2003,KCAL,N/A,Los Angeles,3,Analog,ANYPLACE WILD,Core,Syndicated,Tue & Thu 7am (changed to 7:30am effective 11/18),26,0,30,13,16,"""Anyplace Wild"" is an award-winning outdoor adventure series that tell a story through the experiences of a wilderness trip. Each episode explores the natural history, wildlife and human drama of a beautiful wild place, and interprets it with the guidance of an expert guest providing children with a geographically-geared educational experience unlike any other.",99,N/A,N/A,N/A
2003,KCAL,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,"Monday, 7am (changed to 7:30am effective 11/17)",13,0,30,13,16,"""Animal Rescue"" showcases spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. Children learn the benefits of exploring and understanding the animal kingdom while focusing on the adventures that take place as man tries to help the animals. All stories are authentic and contain actual video of recues.",99,N/A,N/A,N/A
2003,KCAL,N/A,Los Angeles,3,Analog,JACK HANNA'S ANIMAL ADVENTURES,Core,Syndicated,Wed & Fri 7am (changed to 7:30am effective 11/19),27,0,30,13,16,"""Jack Hanna's Animal Adventures"" is a live-action program. In each episode trhe camera follows Jack as he spends time with nature's creatures across the continents. Jack talks with people that are knowledgeable about each animal and habitat. He teaches and reveals to children the world around them in a way that presents positive animal role models and pro-social values within an envionmentally responsible universe.",99,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,THE WILD THORNBERRYS,Core,Network,Saturdays @ 7-7:30am,13,1,30,6,11,"This program follows the travels of Eliza Thornberry, whose parents produce nature documentaries and wander the globe in search of exotic places, plants and animals. Eliza has the ability to talk to animals, and her special gift allows her to see and understand the natural world in a very close and personal way. The objectives of the program are to help children learn concepts related to plants, animals and general ecology, and to experience the family interactions of children with parents who are committed to intellectual pursuits and have unique lifestyles. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,HEY ARNOLD!,Core,Network,Saturdays @ 7:30-8:00am,13,0,30,6,11,"This series revolves around the adventures of nine-year-old Arnold, who lives in his grandparents' boarding house, where he must interact with a group of eccentric boarders, as well as with his friends and other neighborhood children. Arnold uses his creativity, reourcefulness and calm to deal with the issues presented by life as a fourth grader in the big city. The objectives of this series are to help elementary school aged children to acquire better personal and social development skills through life-lessons, themes and stories that will cause them to think, assess, explore and monitor their own behavior, and to introduce them to a variety of people and issues in order to provide them with a springboard for understanding experiences in their own lives. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",99,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,CHALKZONE,Core,Network,Saturdays @ 8-8:30am,12,1,30,2,11,"Chalkzone is a series about the adventures of Rudy Tabootie, a 10 year old boy who discovers an imaginary world beyond the chalkboard where everything that has ever been drawn in chalk, and then erased, reappears and remains forever. In the Chalkzone, Rudy - with the help of his friends, the scientifically minded Penny and the brash superhero Snap, who Rudy has created - uses his love of drawing and his imagination to create adventures in which tries to ""do good by doing art"". The objective of this series is to encourage children to understand and appreciate how use of their creative talents can assist them in solving problems and build their confidence in dealing with real life situations. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,LITTLE BILL,Core,Network,Saturdays @ 8:30-9:00am,12,1,30,2,11,"This is an animated series based on children's books written by Bill Cosby that examines life through the eyes of a five-year-old boy eager to understand his world. Each episode contains two stories in which Little Bill is faced with a challenge or problem, whether emotional, social or physical, he must solve. The objectives of this series are to encourage children to value themselves and the love and support of their family, friends and community, and to help them develop their social skills and ethical values by dealing with the conflicts in their lives with fairness and creativity. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",0,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,DORA THE EXPLORER,Core,Network,Saturdays @ 9-9:30am,11,2,30,2,5,"In this series seven-year-old Dora and her monkey travel companion Boots invite the audience to join them each week on a journey in which they will have to overcome various obstacles to reach an end goal. The series uses a CD-ROM/on-line adventure game format to encourage a variety of problem-solving strategies. The objectives of this program are to assist children in developing their problem-solving skills, reinforce their emerging cognitive skills, and make computers more familiar to them by introducing and using the conventions and vocabulary of computer games. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",1,N/A,N/A,N/A
2003,KCBS,CBS,Los Angeles,3,Analog,BLUE'S CLUES,Core,Network,Saturdays @ 9:30-10:00am,10,3,30,2,5,"In this series, a young adult host - togeher with Blue, a puppy whose personality and actions mirror those of a preschooler - brings viewers a variety of games, themes and concepts that are based on an age-appropriate educational curriculum. The program follows a narrative format, in which the host elicits contributions from the viewer to answer questions and move the action forward. The program's objectives include encouraging preschoolers to actively explore the world around them, fostering their problem-solving skills and independent reasoning, and creating a foundation of confidence and optimism for future learning. This program is specifically designed to further the educational and informational needs of children, has educating and informing children as a significant purpose, and otherwise meets the definition of Core Programming as specified in the Commission's rules.",2,N/A,N/A,N/A
2003,KCOP,UPN,Los Angeles,5,Analog,STARGATE INFINITY,Core,Syndicated,M-F at 7am (10/1/03-12/31/03),66,0,30,9,11,"In every episode, the Stargate Explorers enter another new world. About the only things they can be sure of are: that they will encounter life forms and cultures very different from their own, that they will face problems that require functioning smoothly as a team, and that a team is only as strong as the character and abilities of its individual members. At its core, Stargate Infinity explores issues, attitudes, and behaviors important to learning how to get along with others - whether those others are from different races, cultures, and species, or from their own team of trainees. The young explorers serve as models for the young audience. As the cadets learn hard lessons about such things as trying to see the world from the perspective of other cultures, the positive benefits in diversity, or how to mesh their own strengths and abilities with those of others on the team, so too do young viewers. The series examines fundamental issues about how and why to get along with others who may be very different from oneself, and about the kinds of abilities and strength of character necessary to be a good Stargate Explorer - and a good person.",99,N/A,N/A,N/A
2003,KCOP,UPN,Los Angeles,5,Analog,SHERLOCK HOLMES IN THE 22ND CENTURY,Core,Syndicated,M-F at 7:30am (10/1/03-12/31/03),65,1,30,9,11,"Holmes' timely return offers an ideal device for engaging and entertaining young viewers while building invaluable problem-solving and information management skills and modeling the pro-social values and behaviors associated with enduring friendships and effective teamwork. Overarching educational opportunities that flow naturally from the characters and familiar story lines include: motivating kids to see critical thinking and team problem-solving as exciting, fun, and within their capacity; demonstrating fundamental principles of gathering, evaluating, and interpreting information and using it to imagine, present, and test plausible scenarios; and modeling and showing positive consequences of friendship, responsibility, honesty, creativity, perseverance, and respect for self, for others, and for the power of ideas.",1,N/A,N/A,N/A
2003,KDOC,N/A,Los Angeles,3,Analog,SAVED BY THE BELL,Core,Syndicated,"M-F 4:30pm, Sat 10/4-11/29 6:30pm, Sat 12/6-12/27 5:30pm",78,1,30,14,16,"The characters discover the fun and frustrations of high school life, and each episode is told through the teen's point of view. Common themes among the episodes include peer pressure, self-esteem, tolerance and acceptance.",1,N/A,N/A,N/A
2003,KDOC,N/A,Los Angeles,3,Analog,THE PET PLACE,Non-Core,Local,Sat. 7:30am,13,0,30,13,18,A program that aims to educate adults and children alike on the growing population of stray pets and the importance of pet care.,99,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,VIVAN LOS NINOS,Core,Network,M-F 06:00PM 100103-110703,27,1,60,7,12,"This children's novella about a teacher and her students focuses on the many issues facing school-aged children. It appeals to the cognitive interests of elementary school children by presenting these issues in the school setting to which viewers of this age can relate, as well as through humorous situations. The program teaches young viewers about sharing, compassion, and kindness as well as many other pro-social lessons about human relationships among the teachers, students and school community. Through many adventures, the students also teach viewers about love, respect, friendship, and family values.",0,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,"DE POCAS, POCAS PULGAS",Core,Network,M-F 06:00PM 111003-123003,35,3,60,8,14,"This children’s novella about Danilo, a twelve-year-old boy, and his friends focuses on several issues that affect our society today. Danilo is a kind and clever boy who was abandoned by his mother and has been left behind with Tomas, his dog, as his only companion. Danilo has a strong determination to persevere in life, be happy, and work hard while he awaits his mother’s return. His next door neighbor, Mr. Julian Montes, is a grumpy and lonely man because he is still saddened by the memories of his beautiful wife and daughter. However, when faced with adversity, Danilo teaches the audience that kindness and gentleness towards others is rewarding. Alejandra, the daughter of a millionaire, appears to have everything a little girl could want, but is very lonely too. When Danilo and Mr. Julian are forced to leave their homes, Danilo takes it upon himself to befriend and take care of him. During their adventures together, they meet and befriend Alejandra. Danilo’s determination to overcome life’s adversities teaches Alejandra and Julian the importance of unconditional love, happiness, and friends.",0,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,PLAZA SESAMO,Core,Network,SA & SU 7:00AM,26,0,60,2,5,"A significant purpose and key educational objective of this hour program is to teach young children the importance of different cultures and traditions. Children will easily identify with the main characters: Abelardo, Contreras, and Lola. These animated personalities will help children get a better understanding of the world around them through their stories. Throughout the shows, these characters not only reinforce and expose the Spanish language to native and non-native Spanish speakers, but also teach children valuable lessons that include problem solving, gender equity, symbolic representation, and social interaction.",99,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,MARCELINO PAN Y VINO,Core,Network,SA & SU 08:00AM,26,0,30,2,7,"This half-hour program about a little boy who is abandoned one night at the door of a Franciscan monastery shows how love and friendship can overcome life’s obstacles. Marcelino Pan y Vino lives a happy fulfilling life with twelve monks, his gypsy friends and forest animals. His curiosity about life and his parents leads him and his friends into many adventures that teach children the importance of individuality, imagination, dreams and love.",99,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,BOB EL CONSTRUCTOR,Core,Network,SA & SU 08:30AM,26,0,30,2,7,"A significant purpose and key educational objective of this half-hour program is to illustrate friendship and problem solving. Bob and his gang of building machines, Scoop the digger, Muck the bulldozer, Dizzy the cement mixer, Lofty the Crane and Roley the steamroller, come together as a team to help each other out of trouble and solve problems.",99,N/A,N/A,N/A
2003,KFTR-TV,Telefutura Programming Service*,Los Angeles,9.65,Analog,PATRULLAS DE SAPITOS,Core,Network,SA & SU 10:00AM,23,3,30,7,11,"A significant purpose and key educational objective of this half-hour program is to illustrate the importance of discovering oneself and friendship. Eight toadlets who miss the migration to Toad Hollow, a peaceful and protected haven for toads, are lost and stranded in an unknown world, where they have to survive and confront their problems as a team. Through their amazing quest, the toad patrol teach young children many lessons about friendship, trust, caring and sharing, empathy, caution, determination, self-esteem, responsibility, selflessness, sacrifice and respect for others.",0,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,TOTALLY PETS,Core,Syndicated,Monday @ 7AM,13,0,30,7,18,"""TOTALLY PETS"" IS A HALF HOUR PROGRAM PRODUCED BY ASSOCIATED TELEVISION INTERNATIONAL THAT FOCUSES ON PETS,PET LOVERS, AND THE MANY WAYS TO KEEP OUR PETS HAPPY AND HEALTHY. HOSTED BY CYNDY GARVEY, TOTALLY PETS EDUCATES CHILDREN ABOUT PET CARE WHILE TEACHING RESPECT TOWARD LIVING CREATURES. ALSO TEACHES ABOUT THE ANIMAL LIFE CYCLE, EXPLAINING GROWTH AND DEVELOPEMENT.",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,POOCHINI,Core,Syndicated,Tuesdays @ 7AM,13,0,30,3,8,"POOCHINI IS AN ANIMATED SERIES ABOUT A DOG WHO'S CIRCUMSTANCE COERCES HIM TO LEAVE A HIGH CLASS LIFESTYLE AND BECOME THE COMMON DOMESTIC HOUSEPET OF A NIDDLECLASS FAMILY. HE MUST COME TO TERMS WITH THE REALITY OF HIS SITUATION, WHILE REMAINING OPEN AND FLEXABLE. HE DEMONSTRATES A WILLINGNESS TO DEVIATE FROM EXPECTATIONS. THROUGH POOCHINI CHILDREN LEARN THE POSITIVE VALUE OF ACCEPTING THEMSELVES AND THEIR SITUATIONS. THEY LEARN THE IMPORTANCE OF STRIVING TO IMPROVE BOTH. POOCHINI PROMOTES EMOTIONAL AND SOCIAL DEVELOPEMENT.",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,Syndicated,Wednesday @ 7 am,14,0,30,13,18,"THIS SERIES FOLLOWS 8 TEENS THROUGH A CAREFULY ORCHESTRATED EXTREME ADVENTURE AGAINST THE BREATHTAKING BACKGROUND OF LAKE TAHOE CALIFORNIA. THEY FACE CLIFF JUMPING, WHITEWATER RAFTING, AN ULTIMATE CHOICE OBSTACLE COURSE, THE FLYING TRAPESE, PAINTBALL BATTLES, ULTIMATE ROPE COURSES, MOUNTAIN SCOOTERS, HOT AIR BALLONING, AND MUCH MORE. THEY LIVE THESE ADVENTURES 24HOURS EACH DAY SAYING GOODBYE TO THEIR NORMAL LIVES AND HELLO TO AN EXPERIENCE THEY WILL NEVER FORGET. AT THE CONCLUSIN OF EACH ADVENTURE THE TEENS DISCUSS WHAT THEY HAVE LEARNED ABOUT THEMSELVES AND LIFE AS THEY DEVELOP THEIR OWN CONVICTIONS ABOUT PHYSICAL AND MORAL ISSUES.",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,BLINKY BILL,Core,Syndicated,THURSDAYS @7AM,13,0,30,5,13,TEACHES CHILDREN MORAL VALUES SUCH AS FRIENDSHIP AND KINDNESS. UTILIZES ANIMATION AND HUMOR TO INSTILL THESE QUALITIES INTO CHILDREN.,99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,Syndicated,FRIDAY AT 7AM,13,0,30,13,17,"AN UPBEAT SERIES THAT ALLOWS TEENS TO GAIN A REALISTIC INSIGHT INTO PROFESSIONS THAT MAY BE OF INTEREST TO THEM IN THE YEARS AHEAD. FROM AIRCRAFT PILOT, BANKER OR MARINE BIOLOGIST TO TRAVEL AGENT, REPORTER AND CHEF, A PAIR OF DIFFERENT PROFESSIONS IS HIGHLIGHTED IN EACH SHOW.",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,WEDNESDAY AT 9:30 PM 9/30-11/29,9,0,30,5,16,"ANIMAL RESCUE"" IS A WEEKLY HALF HOUR SERIES SHOWCASING THE HEROIC EFFORTS OF EMERGENCY WORKERS AND ORDINARY PEOPLE SAVING ANIMALS IN TROUBLE. HOST ALEX PAEN AND ANIMAL RESCUE CAMERAS TRAVEL AROUND THE WORLD CAPTURING THESE DRAMATIC RESCUE STORIES. TEACHES CHILDREN ABOUT ANIMAL BEHAVIOR, DEVELOPENT AND HABITAT",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,TUESDAYS AT 9:30 PM 12-2/12-9,2,0,30,5,16,"""ANIMAL RESCUE"" IS A WEEKLY HALF HOUR SERIES SHOWCASING THE HEROIC EFFORTS OF EMERGENCY WORKERS AND ORDINARY PEOPLE SAVING ANIMALS IN TROUBLE. HOST ALEX PAEN AND ANIMAL RESCUE CAMERAS TRAVEL AROUND THE WORLD CAPTURING THESE DRAMATIC RESCUE STORIES. TEACHES CHILDREN ABOUT ANIMAL BEHAVIOR, DEVELOPENT AND HABITAT.",99,N/A,N/A,N/A
2003,KHIZ,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,TUESDAY AT 9:30 P 12/16-PRESENT,3,0,30,5,16,"""ANIMAL RESCUE"" IS A WEEKLY HALF HOUR SERIES SHOWCASING THE HEROIC EFFORTS OF EMERGENCY WORKERS AND ORDINARY PEOPLE SAVING ANIMALS IN TROUBLE. HOST ALEX PAEN AND ANIMAL RESCUE CAMERAS TRAVEL AROUND THE WORLD CAPTURING THESE DRAMATIC RESCUE STORIES. TEACHES CHILDREN ABOUT ANIMAL BEHAVIOR, DEVELOPENT AND HABITAT.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,Syndicated,Monday at 4:00 pm,13,0,30,13,18,"Ultimate Choice provides an opportunity for its young viewers to learn more about themselves and their lives, as well as to develop their own convictions about each of the physical and moral issues through the subjects explored and discussed on this television series. In each of the episodes within this series, eight teens, which have just finished an extreme adventure that brought them face-to-face with challenges that have lifelong implications, share thoughts that are designed to shape the values that will guide young men and women throughout their lives. Issues discussed include: Drugs; Compromise; Resolving Conflict; Teamwork; Fear; and Self Control.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,DESTINATION TOMORROW,Core,Syndicated,Monady at 4:30 pm,13,0,30,8,16,"Destination Tomorrow is a program created by NASA, each program has 3 components: 1): a 30 minutes commercial free program. 2): an educator guide including a hands-on activity 3): an interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,CRITTER GITTERS,Core,Syndicated,Tuesday at 4:00 pm,13,0,30,9,14,"A search and rescue 911 themed animal adventure series with an entertaining twist of investigative and detective “super sleuthing” by a group neighborhood kids, a couple of veterinarians and zany professor. Action and stimulating story lines combined with kids’ natural love and curiosity of animals. This program promotes and teaches teamwork, cooperation, problem solving, knowledge of animals and positive role models.",99,N/A,N/A,N/A
2003,KJLA,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,Syndicated,Tuesday at 4:30 pm,13,0,30,1,16,"Animal rescue showcase spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual video of rescues. It contains safety tips and real life in-the field experiences of professional and ordinary people taking care of, treating and helping various animals.",99,N/A,N/A,N/A
